"player_name","player_id","yellow_cards","red_cards","goals","assists","total_minutes_played","market_value_eur"
"Javier Aquino",111082,90,30,0,60,39540,5e+06
"Javier Avilés",456938,36,0,18,27,4158,3e+05
"Javier Balboa",35640,20,0,20,20,10300,4e+06
"Javier Cámpora",53871,24,0,84,36,20460,2e+06
"Javier Espinosa",128219,243,0,135,162,85806,3e+06
"Javier Flaño",25461,0,0,0,0,3668,7e+06
"Javier Garrido",23218,52,0,0,26,51558,4500000
"Javier Manquillo",162029,528,0,48,264,325416,6e+06
"Javier Mascherano",19981,1156,102,34,238,411774,3e+07
"Javier Matilla",73269,540,30,240,270,234900,1500000
"Javier Mendoza",300309,105,0,90,75,32820,1200000
"Javier Pastore",55215,400,0,640,1440,371360,3e+07
"Javier Saviola",7611,23,0,46,46,12535,2e+07
"Javier Umbides",87381,506,0,460,759,331430,1250000
"Javier Vet",274640,119,0,68,51,44540,325000
"Javito",28004,78,0,156,52,106418,2500000
"Jawad El Yamiq",235412,120,0,0,15,31350,1200000
"Jay Chapman",189032,0,0,0,0,560,6e+05
"Jay Emmanuel-Thomas",27969,0,0,90,0,21852,1250000
"Jay Fulton",171260,126,0,21,42,28665,3500000
"Jay Gorter",480453,0,0,0,0,1620,1500000
"Jay Henderson",634666,0,0,8,8,4368,3e+05
"Jay Idzes",546926,18,0,0,9,16506,6e+05
"Jay McEveley",3825,132,0,36,12,22188,1250000
"Jay Rodríguez",53360,390,0,1230,390,318420,1.3e+07
"Jay-Dee Geusens",490386,0,0,0,0,15,5e+05
"Jay-Roy Grot",360517,140,0,320,80,110840,1250000
"Jayden Bogle",465717,22,0,33,0,16896,7e+06
"Jayden Braaf",470391,0,0,5,0,575,3e+06
"Jayden Oosterwolde",591361,40,8,8,24,15608,2e+06
"Jayden Stockley",134293,80,10,90,40,20340,1500000
"Jayson Molumby",357656,0,0,0,0,1890,1200000
"Jaze Kabia",572810,0,0,5,0,815,175000
"Jazz Richards",120241,50,0,0,50,27300,1500000
"Jaílson",292203,225,0,45,60,98220,1200000
"Jaílton Paraíba",216827,176,0,88,22,24266,650000
"Jean Alassane Mendy",183744,0,0,0,0,2488,3e+05
"Jean Ambrose",306186,0,0,0,0,2,1e+05
"Jean Barrientos",118413,690,23,115,184,117208,1800000
"Jean Butez",290537,63,21,0,0,214032,6e+06
"Jean Carlos Silva",282434,0,0,0,0,493,8e+05
"Jean Cleber",187697,252,18,36,144,81360,1500000
"Jean Deza",198027,0,0,0,0,4060,8e+05
"Jean Evrard Kouassi",178322,0,0,0,0,4117,3e+06
"Jean Irmer",349826,198,0,0,0,35244,1500000
"Jean Luc Assoubre",254487,45,0,30,45,20535,5e+05
"Jean Lucas",578872,156,0,24,48,40812,8e+06
"Jean Makoun",5648,231,0,132,198,72567,1.6e+07
"Jean Manuel Mbom",335003,98,0,14,14,18550,3e+06
"Jean Marcelin",475412,96,0,12,0,20568,7e+06
"Jean Michaël Seri",178614,858,26,416,754,479180,3.5e+07
"Jean Onana",656441,81,18,45,27,37890,5e+06
"Jean Patric",537296,16,0,0,8,4288,4e+05
"Jean Sony Alcénat",64672,160,20,0,60,82060,1700000
"Jean Thome",178329,5,0,0,0,1715,1e+05
"Jean Zimmer",118196,125,0,25,75,60450,2750000
"Jean-Armel Drolé",390667,34,0,51,17,14144,1e+06
"Jean-Armel Kana-Biyik",57404,595,70,245,35,507395,7500000
"Jean-Baptiste Léo",290613,0,0,9,9,4770,4e+05
"Jean-Charles Castelletto",182875,320,20,60,0,140520,5e+06
"Jean-Christophe Bahebeck",164897,250,0,475,275,111300,2500000
"Jean-Christophe Bouet",110116,0,0,0,0,900,2e+05
"Jean-Clair Todibo",605184,260,0,39,13,80314,2e+07
"Jean-Claude Billong",391192,108,0,0,0,65520,1e+06
"Jean-Claude Bozga",200467,105,0,30,0,36240,5e+05
"Jean-Daniel Akpa Akpro",170481,806,0,104,208,181064,3500000
"Jean-Eudes Aholou",178313,336,16,144,80,135392,1e+07
"Jean-François Gillet",22149,28,0,0,0,176400,4500000
"Jean-Jacques Bougouhi",178608,0,0,0,0,312,3e+05
"Jean-Jacques Gosso",80696,242,0,0,66,40854,4500000
"Jean-Jacques Pierre",34160,0,19,0,19,18449,2500000
"Jean-Kévin Augustin",264956,189,0,594,243,117936,2.5e+07
"Jean-Kévin Duverne",344864,75,0,30,45,93105,4e+06
"Jean-Louis Leca",27490,338,78,0,0,306046,1300000
"Jean-Luc Dompé",291222,207,23,253,759,175168,2200000
"Jean-Paul Boëtius",182574,864,0,675,999,384453,6e+06
"Jean-Philippe Gbamin",182894,624,26,130,208,313534,3e+07
"Jean-Philippe Mateta",420002,153,0,595,102,113016,2.2e+07
"Jean-Pierre Nsame",225055,0,0,0,21,6216,7e+06
"Jean-Pierre Rhyner",203981,60,20,40,20,23100,1250000
"Jean-Ricner Bellegarde",450050,150,0,45,75,90900,8e+06
"Jean-Sylvain Babin",45256,300,0,150,30,227010,4e+06
"Jean-Victor Makengo",322305,360,0,80,60,138000,7500000
"Jeando Fuchs",375710,78,0,0,0,18538,2e+06
"Jed Steer",110867,0,0,0,0,31040,2e+06
"Jeff Hardeveld",263555,220,0,60,20,103780,5e+05
"Jeff Hendrick",148262,572,26,338,208,311428,1.1e+07
"Jeff Louis",164451,119,0,68,17,49555,2500000
"Jeff Mensah",133810,0,0,48,0,3240,3e+05
"Jeff Reine-Adélaïde",326300,128,0,112,192,97648,2.5e+07
"Jeff Stans",117671,66,0,352,176,125884,850000
"Jefferson",74550,810,0,81,783,272727,9e+06
"Jefferson",252922,260,20,140,60,82900,1600000
"Jefferson",311867,182,0,0,13,46293,1650000
"Jefferson Farfán",16649,481,37,925,407,208088,1.8e+07
"Jefferson Lerma",262980,1040,0,80,120,208380,2.5e+07
"Jefferson Montero",77932,0,0,56,308,107380,5500000
"Jeffrey Bruma",88721,1221,66,132,99,490149,1e+07
"Jeffrey Gouweleeuw",106405,1222,26,286,208,543738,1.2e+07
"Jeffrey Leiwakabessy",4517,0,0,0,0,2220,1200000
"Jeffrey Monakana",160346,7,0,0,0,798,1e+05
"Jeffrey Rentmeister",10267,0,0,0,0,714,4e+05
"Jeffrey Rijsdijk",111191,0,0,45,60,25920,4e+05
"Jeffrey Sarpong",35529,104,0,208,312,135460,1e+06
"Jeffrey Schlupp",157506,567,0,513,486,393012,1.2e+07
"Jeffrey de Lange",315253,0,0,0,0,3240,650000
"Jeffry Fortes",102660,528,22,176,110,232980,650000
"Jeffrén",53309,70,0,0,0,33390,5e+06
"Jefre Vargas",263641,0,0,0,0,1800,4e+05
"Jeimes",728033,2,0,0,0,344,2e+05
"Jeison Murillo",131102,1650,60,180,60,475230,1.8e+07
"Jelle Bataille",460378,322,14,42,112,101416,2800000
"Jelle Duin",339327,0,0,0,0,180,350000
"Jelle Van Damme",4323,1050,0,180,240,230220,4500000
"Jelle Vossen",42748,600,30,1890,360,333930,7500000
"Jelle de Lange",339445,0,0,0,0,372,2e+05
"Jelle ten Rouwelaar",4334,76,0,0,0,63840,1500000
"Jelle van der Heyden",330930,76,0,0,19,30742,7e+05
"Jem Karacan",61447,68,17,0,17,12648,1e+06
"Jemal Tabidze",250907,225,0,15,45,119520,2500000
"Jemerson",258254,962,52,104,26,312182,1.8e+07
"Jens Berthel Askou",22459,0,0,0,0,3056,1500000
"Jens Cajuste",468066,195,0,60,15,60285,7e+06
"Jens Cools",142929,588,0,189,105,248682,7e+05
"Jens Grahl",40034,0,0,0,0,8397,750000
"Jens Hegeler",51168,138,0,23,23,62054,3e+06
"Jens Janse",37738,20,0,0,0,5860,8e+05
"Jens Jönsson",148355,750,0,150,100,401725,4e+06
"Jens Martin Gammelby",265040,378,21,231,84,235494,8e+05
"Jens Naessens",147265,162,0,81,0,44820,1500000
"Jens Odgaard",345590,54,0,360,144,90504,6e+06
"Jens Petter Hauge",422355,52,0,143,65,33072,1e+07
"Jens Rinke",48895,0,0,0,0,15732,250000
"Jens Stage",289835,418,0,399,171,202502,4e+06
"Jens Stryger Larsen",69646,589,0,155,279,394165,4e+06
"Jens Teunckens",289640,17,0,0,0,3060,5e+05
"Jens Thomasen",260848,187,0,170,221,166243,7e+05
"Jens Toornstra",134999,1024,0,2048,1888,718400,7500000
"Jens Wemmer",22542,66,0,22,22,53790,1e+06
"Jens van Son",56436,100,0,0,0,13575,350000
"Jenthe Mertens",526469,13,0,0,0,7787,450000
"Jeong-ho Hong",126638,154,0,66,22,68024,2500000
"Jeppe Andersen",148345,264,0,72,72,92088,1200000
"Jeppe Brandrup",36784,108,0,36,54,61938,350000
"Jeppe Brinch",288549,152,0,0,76,103569,4e+05
"Jeppe Curth",27612,17,0,187,0,52581,2500000
"Jeppe Gertsen",434792,60,0,30,0,24570,3e+05
"Jeppe Grönning",97503,364,0,26,26,149084,4e+05
"Jeppe Höjbjerg",223522,120,0,0,0,161100,6e+05
"Jeppe Illum",182284,64,0,80,16,31168,4e+05
"Jeppe Kjaer",69934,270,0,378,108,88938,6e+05
"Jeppe Kjaer",660979,0,0,0,3,282,4e+05
"Jeppe Mehl",42383,50,0,0,25,35000,9e+05
"Jeppe Okkels",345591,17,0,68,136,51799,1e+06
"Jeppe Pedersen",462831,0,0,0,0,735,3e+05
"Jeppe Schultz",293327,0,0,4,0,428,50000
"Jeppe Simonsen",331975,180,0,144,144,95940,450000
"Jeppe Svenningsen",265551,12,12,0,0,7608,250000
"Jeppe Tverskov",257324,600,0,240,192,395016,8e+05
"Jerdy Schouten",347900,396,36,54,90,144504,9e+06
"Jere Uronen",131827,275,0,75,250,293375,3500000
"Jeremain Lens",38497,1505,35,1050,1505,452410,1.2e+07
"Jeremiah St. Juste",288253,690,46,276,138,357259,1.6e+07
"Jeremie Frimpong",484547,144,0,60,204,84336,2.5e+07
"Jeremy Bokila",56490,208,0,156,78,48880,2800000
"Jeremy Cijntje",446247,12,0,0,0,7104,350000
"Jeremy Dudziak",147359,25,0,50,100,29975,2500000
"Jeremy Helmer",276135,0,0,14,28,8848,8e+05
"Jeremy Ngakia",503795,0,0,0,0,14247,4e+06
"Jeremy Sarmiento",568005,0,0,0,0,405,3e+06
"Jeremy Toljan",129674,552,0,96,192,274824,6e+06
"Jeremy van Mullem",424330,0,0,0,0,3400,2e+05
"Jeremías Ledesma",284342,80,0,0,0,126000,1e+07
"Jergé Hoefdraad",57333,0,0,17,0,5967,350000
"Jeriel de Santis",657791,72,0,18,0,2196,5e+05
"Jermain Defoe",3875,264,0,2211,528,387618,1.8e+07
"Jermaine Hylton",352126,36,0,27,72,24984,5e+05
"Jeroen Houwen",257980,0,0,0,0,59400,6e+05
"Jeroen Lumu",203914,0,0,0,0,1870,750000
"Jeroen Simaeys",33894,76,0,0,19,29412,2500000
"Jeroen Tesselaar",64511,100,10,10,50,46850,350000
"Jeroen Veldmate",61867,162,0,81,108,90855,6e+05
"Jeroen Verhoeven",7955,0,0,0,0,4056,5e+05
"Jeroen Zoet",79045,297,0,0,0,742962,12500000
"Jeroen van der Lely",328959,77,0,11,22,61952,1e+06
"Jerold Promes",62085,126,18,18,0,73062,3e+05
"Jerome Binnom-Williams",245334,6,0,0,0,1440,1e+05
"Jerome Kiesewetter",94167,0,0,0,0,1232,4e+05
"Jerome Opoku",408563,15,0,0,5,6110,7e+05
"Jerome Sinclair",236513,48,0,24,24,20676,1500000
"Jerome Thomas",3560,0,0,0,38,2147,3500000
"Jerry Akaminko",86612,42,0,0,0,6615,5e+06
"Jerry Lucena",20855,0,0,0,0,12614,750000
"Jerry Mbakogu",130382,140,0,56,56,64932,3e+06
"Jerry Vandam",68902,18,0,0,0,3042,1750000
"Jerson Cabral",126413,216,0,216,270,134946,1500000
"Jerónimo Barrales",55143,1125,25,1425,200,272575,1700000
"Jesaja Herrmann",336370,0,0,0,0,1778,250000
"Jesper Bech",14962,34,0,0,0,20774,1250000
"Jesper Böge",98215,300,0,50,150,276975,4e+05
"Jesper Christjansen",68973,352,0,110,66,120296,4e+05
"Jesper Daland",418553,42,0,14,14,19145,2e+06
"Jesper Drost",143155,207,46,460,552,257600,1500000
"Jesper Hansen",22860,136,0,0,34,609518,1e+06
"Jesper Juelsgaard",20313,725,0,116,232,311692,1500000
"Jesper Jörgensen",20852,228,0,76,95,93879,2500000
"Jesper Karlsson",367992,76,19,570,418,118617,1.6e+07
"Jesper Lange",37635,0,0,105,0,24213,1e+06
"Jesper Lauridsen",48864,312,0,96,480,324696,8e+05
"Jesper Lindström",513245,66,0,198,231,60885,2.8e+07
"Jesper Mikkelsen",22495,9,0,0,18,9189,4e+05
"Jesper Rask",62678,38,0,0,0,250800,3e+05
"Jesper Rasmussen",89202,7,0,0,0,1232,3e+05
"Jesse Bosch",524043,42,0,21,7,25011,6e+05
"Jesse Curran",296443,48,0,16,16,21608,250000
"Jesse Joronen",131758,108,0,0,0,138780,5e+06
"Jesse Lingard",141660,782,0,1012,621,324369,4e+07
"Jesse Schuurman",373984,0,0,0,0,18,3e+05
"Jesse Sekidika",437392,32,0,32,16,27392,1200000
"Jesse van Bezooijen",329493,14,0,0,0,2681,150000
"Jessic Ngankam",448177,10,0,40,20,7090,2e+06
"Jessy Deminguet",539232,52,0,13,13,23465,3e+06
"Jessy Gálvez López",182398,7,0,14,14,4837,6e+05
"Jessy Moulin",33925,81,27,0,0,138456,1e+06
"Jessy Pi",170460,100,0,60,20,71920,2e+06
"Jesus Garcia Tena",229268,80,5,25,10,20485,4e+05
"Jesé",134936,270,0,486,297,151659,1.5e+07
"Jesús Areso",488626,14,0,0,0,3892,8e+05
"Jesús Fernández",91885,24,0,0,0,33480,1e+06
"Jesús Gámez",29055,243,0,0,81,84456,6e+06
"Jesús Medina",353037,0,0,14,28,10906,6e+06
"Jesús Navas",15956,1353,41,246,2132,1017374,3e+07
"Jesús Vallejo",251896,368,69,69,0,184000,1.5e+07
"Jesús Vázquez",623024,7,0,0,0,6867,5e+06
"Jethro Mashart",479431,0,0,0,0,1620,275000
"Jetmir Topalli",600222,33,0,11,0,1826,850000
"Jetro Willems",146258,928,58,290,957,400664,1e+07
"Jherson Vergara",262972,80,0,0,0,24320,2e+06
"Jhon Chancellor",213614,126,0,72,0,68652,1800000
"Jhon Cley",236772,18,0,18,9,5670,4e+05
"Jhon Córdoba",185245,960,32,1504,512,376064,1.7e+07
"Jhon Lucumí",413565,300,0,60,20,185480,1.3e+07
"Jhon Mondragón",298602,0,0,26,0,5577,8e+05
"Jhon Murillo",308560,380,0,418,285,219526,2e+06
"Jhonata Robert",711338,25,0,20,0,3095,1e+06
"Jhonatan",212216,57,0,0,0,61560,1e+06
"Jhonder Cádiz",271256,323,0,323,190,119434,3e+06
"Jhondly van der Meer",766810,0,0,0,0,1796,1e+05
"Jhonny Lucas",540990,10,0,0,0,940,8e+05
"Jhonny Quiñónez",437842,0,0,0,0,2304,8e+05
"Jiloan Hamad",63833,31,0,62,0,14105,2500000
"Jim Allevinah",646733,10,0,10,30,14820,2500000
"Jim Fenlon",226935,1,0,0,0,360,75000
"Jim Goodwin",11354,135,0,15,30,38700,450000
"Jim Kellermann",202945,0,0,0,0,528,150000
"Jim Larsen",44465,0,0,51,17,24361,2200000
"Jim McAlister",36720,80,0,60,140,63500,550000
"Jim O'Brien",48477,272,0,48,96,51280,1e+06
"Jimmy",291324,0,0,0,0,1656,3e+05
"Jimmy Briand",18909,648,0,1908,1080,594072,9e+06
"Jimmy Cabot",206912,184,0,230,345,130778,5e+06
"Jimmy Dunne",396174,18,0,27,9,14616,2e+06
"Jimmy Durmaz",80205,1088,64,800,832,361216,4500000
"Jimmy Giraudon",213052,56,14,0,0,29288,1500000
"Jimmy Hempte",13743,15,0,0,0,1350,1250000
"Jimmy Kaparos",471897,0,0,0,0,102,125000
"Jin-su Kim",132529,161,0,0,23,68195,2500000
"Jing Reec",899867,0,0,0,0,12,50000
"Jinty Caenepeel",235234,39,0,39,13,14716,5e+05
"Jiri Kladrubsky",57415,84,0,0,0,12285,1750000
"Jiri Pavlenka",260053,150,0,0,0,344450,1.2e+07
"Jiri Skalak",148734,26,0,0,0,6630,1500000
"Jirès Kembo Ekoko",40446,76,19,76,57,31008,4e+06
"Jizz Hornkamp",185817,55,0,66,11,20240,650000
"Jo Inge Berget",73323,0,0,56,0,10416,2e+06
"Joachim Andersen",260827,800,25,175,150,401100,3.2e+07
"Joachim Carcela-Gonzalez",381965,0,0,0,0,513,3e+05
"Joachim Rothmann",455069,0,0,0,0,963,4e+05
"Joachim Van Damme",74544,896,0,224,112,182028,1e+06
"Joakim Maehle",369674,280,0,140,580,284980,1.9e+07
"Joakim Nilsson",216804,138,0,69,0,116863,3500000
"Joan Campins",254477,38,0,19,0,11495,350000
"Joan Capdevila",7486,21,0,0,0,7056,1.3e+07
"Joan García",561613,0,0,0,0,2296,4e+05
"Joan Jordán",263727,1210,0,352,418,364980,3e+07
"Joan Monterde",445631,0,0,0,0,120,250000
"Joan Oriol",73215,0,0,0,0,4371,2e+06
"Joan Oumari",77875,42,0,21,0,36036,850000
"Joan Román",121411,46,0,46,46,20907,1e+06
"Joan Sastre",350364,128,0,32,48,41696,2e+06
"Joan Tomás",64419,66,0,88,44,28006,9e+05
"Joan Verdú",28005,0,0,60,30,37680,7e+06
"Joao Rodríguez",253125,16,0,0,0,4368,5e+05
"Joaquim Adão",122205,84,0,0,14,11032,750000
"Joaquín",7663,999,0,1147,1406,592407,2.8e+07
"Joaquín Ardaiz",415550,38,0,57,19,12996,1500000
"Joaquín Arzura",288005,54,0,0,0,8280,2600000
"Joaquín Correa",227081,770,44,1188,572,328900,3.8e+07
"Joaquín Fernández",221321,280,0,56,0,71988,3e+06
"Joaquín Larrivey",52428,180,0,360,60,69030,4e+06
"Joaquín Muñoz",396334,0,0,0,0,12,1e+06
"Joaquín Pereyra",424043,75,0,0,15,11055,3500000
"Joaquín Torres",359233,48,0,96,32,27792,2e+06
"Joca",340491,14,0,0,0,6118,7e+05
"Jodel Dossou",221151,66,0,66,22,44396,2e+06
"Jody Lukoki",165975,208,0,104,104,80392,3e+06
"Joe Allen",51452,806,0,434,434,328383,1.8e+07
"Joe Aribo",468198,176,0,264,264,111342,1.5e+07
"Joe Bell",345700,12,0,0,0,5004,1500000
"Joe Bennett",90964,140,0,28,28,82068,3e+06
"Joe Bryan",194460,147,0,42,42,69804,7e+06
"Joe Cardle",49450,0,0,0,32,17712,5e+05
"Joe Chalmers",132202,52,0,39,0,31161,350000
"Joe Cole",3876,0,0,26,52,12922,2.1e+07
"Joe Dudgeon",73492,0,0,0,0,1260,5e+05
"Joe Garner",46111,180,0,180,54,36792,1500000
"Joe Gelhardt",503980,44,0,22,44,9064,8e+06
"Joe Gomez",256178,625,0,0,125,256125,4.2e+07
"Joe Gormley",191258,0,0,0,0,110,275000
"Joe Gyau",160670,0,0,0,0,528,6e+05
"Joe Hardy",382555,0,0,0,0,8,150000
"Joe Hart",40204,185,0,0,37,763791,2.4e+07
"Joe Ledley",34409,115,0,92,23,133239,5e+06
"Joe Lewis",25834,225,0,0,25,532025,1200000
"Joe Lolley",287167,20,0,40,0,9100,8e+06
"Joe Maguire",263556,0,0,0,0,13,1e+05
"Joe Newell",185342,380,20,20,300,127740,8e+05
"Joe Nuttall",277069,0,0,0,0,650,250000
"Joe Powell",354134,0,0,0,2,28,5e+05
"Joe Ralls",195680,84,21,0,0,43050,5e+06
"Joe Riley",387036,0,0,0,0,124,1e+05
"Joe Rodon",297212,0,0,0,0,14352,1e+07
"Joe Rothwell",183293,0,0,0,0,1666,3500000
"Joe Scally",504153,55,0,11,22,23441,1.2e+07
"Joe Shaughnessy",119574,340,17,187,119,332758,5e+05
"Joe Thomson",246066,0,0,0,0,909,275000
"Joe Willock",340329,72,0,252,48,80376,3e+07
"Joe Worrall",415970,28,0,14,0,34580,1e+07
"Joel Abu Hanna",267330,288,0,18,18,68148,1200000
"Joel Acosta",101183,28,0,0,0,16156,8e+05
"Joel Allansson",95472,168,0,63,42,98007,8e+05
"Joel Andersson",255469,144,0,36,306,163008,2500000
"Joel Asoro",375391,13,0,39,26,19110,2500000
"Joel Campbell",131248,476,0,280,392,156464,8e+06
"Joel Coleman",285551,10,0,0,0,5400,5e+05
"Joel Fameyeh",397609,90,0,144,0,21906,1500000
"Joel Felix",400532,9,0,0,0,6291,6e+05
"Joel Ferreira",255238,136,0,0,0,58004,6e+05
"Joel Gerezgiher",196770,22,0,0,0,2068,5e+05
"Joel Kabongo",277236,26,13,0,13,15340,6e+05
"Joel King",616430,7,0,0,7,2961,750000
"Joel Latibeaudiere",412823,8,0,8,8,4248,7e+05
"Joel Matip",82105,840,0,560,350,667590,4e+07
"Joel Mumbongo",381156,2,0,0,2,182,3e+05
"Joel Nouble",324152,12,0,0,9,2682,5e+05
"Joel Obi",45581,403,31,279,93,167462,6e+06
"Joel Pereira",192611,28,0,0,0,56714,1e+06
"Joel Pereira",225165,51,0,0,34,43010,2e+06
"Joel Pohjanpalo",173491,0,0,750,25,85400,2600000
"Joel Robles",101118,270,30,0,30,365070,7500000
"Joel Sousa",514218,0,0,0,0,360,1e+05
"Joel Tagueu",184928,380,20,780,140,163080,2500000
"Joel Tshibamba",72798,0,0,0,17,3417,9e+05
"Joel Untersee",147031,19,0,0,0,4066,1200000
"Joel Ward",92572,1036,0,140,168,582848,5e+06
"Joelinton",333241,576,0,600,408,258960,3.5e+07
"Joeri Dequevy",61865,92,0,46,46,21689,7e+05
"Joeri de Kamps",57303,399,0,42,84,91140,6e+05
"Joey Barton",3292,475,25,50,75,105600,8600000
"Joey Dujardin",235238,0,0,0,0,90,150000
"Joey Godee",71787,65,0,0,26,15210,5e+05
"Joey Groenbast",335016,9,0,0,9,21609,4e+05
"Joey Konings",315140,28,14,42,28,17626,5e+05
"Joey O'Brien",34672,100,0,0,0,21280,3e+06
"Joey Pelupessy",187293,286,0,104,156,254722,1500000
"Joey Sleegers",207043,42,0,42,21,27447,7e+05
"Joey Suk",101657,54,0,0,27,41580,1500000
"Joey Veerman",408574,189,0,504,630,169953,1.4e+07
"Joey van den Berg",34785,340,51,68,136,84949,2e+06
"Joffrey Cuffaut",109720,208,0,26,26,66820,1250000
"Johan Absalonsen",22831,754,0,812,464,298178,2500000
"Johan Audel",5544,100,0,125,100,63275,3500000
"Johan Björdal",26751,19,0,0,0,21850,1e+06
"Johan Dahlin",41653,32,0,0,32,161760,2e+06
"Johan Djourou",34561,918,0,102,68,319396,8e+06
"Johan Elmander",4383,351,27,297,162,76221,12500000
"Johan Gastien",72121,200,40,0,20,72720,1e+06
"Johan Kappelhof",124888,240,0,48,24,135984,1e+06
"Johan Larsson",140678,486,0,324,972,397440,2e+06
"Johan Martensson",76047,0,0,0,0,15392,1e+06
"Johan Martial",105388,144,0,24,0,52584,1750000
"Johan Mojica",262939,364,26,78,234,179218,5e+06
"Johan Sellberg-Wiland",24404,0,0,0,0,2250,2500000
"Johan Vásquez",532937,39,0,0,0,18486,6e+06
"Johann Carrasso",57367,78,0,0,0,70096,2e+06
"Johann Obiang",254358,19,0,0,0,8911,9e+05
"Johanna Omolo",85834,440,0,66,44,82676,650000
"Johannes Bühler",263118,0,0,0,0,231,150000
"Johannes Eggestein",251303,57,0,114,133,49058,1e+07
"Johannes Flum",38415,0,0,0,70,11410,4e+06
"Johannes Geis",89650,527,31,310,434,277760,1.5e+07
"Johannes Hopf",110941,126,0,0,21,192780,2200000
"Johannes Ritter",283234,0,0,0,0,2385,150000
"Johannes van den Bergh",31218,102,0,0,34,24820,2e+06
"John Anthony Brooks",124732,1316,0,336,196,543508,1.5e+07
"John Baird",14558,0,0,0,16,1760,4e+05
"John Bostock",58097,112,0,112,48,57264,2e+06
"John Boye",85585,870,58,290,87,290696,2500000
"John Chibuike",112578,242,22,242,132,90728,3600000
"John Egan",121324,240,20,40,20,125980,1.3e+07
"John Fleck",54383,336,0,120,120,133416,8e+06
"John Goossens",35527,135,0,135,270,132624,1250000
"John Guidetti",98596,750,0,1260,480,276930,8e+06
"John Jairo Ruiz",192347,322,0,253,138,77349,1450000
"John Joe Patrick Finn",841121,0,0,0,0,388,1e+06
"John Lundstram",156941,306,17,136,102,136459,1e+07
"John Mahon",491216,0,0,0,0,136,125000
"John McGinn",193116,860,0,320,400,298480,3.2e+07
"John O'Shea",3540,348,0,0,29,241280,7e+06
"John O'Sullivan",173592,0,0,0,6,2046,75000
"John Rankin",10424,176,0,64,128,97952,575000
"John Ruddy",29712,0,0,0,0,135688,5e+06
"John Souttar",235767,442,0,119,85,246925,1500000
"John Stones",186590,248,62,403,62,640119,6e+07
"John Sutton",14735,18,0,234,36,64386,850000
"John Terry",3160,264,48,240,72,192768,3.5e+07
"John Tshibumbu",111494,72,0,36,0,12828,7e+05
"John Utaka",5495,87,29,87,58,44950,1e+07
"John Yeboah",439914,0,0,9,9,9837,8e+05
"Johnatan Opoku",191834,23,0,322,184,98463,650000
"Johnathan",435214,15,0,0,0,4050,450000
"Johnny Heitinga",4315,60,0,40,0,21440,1.2e+07
"Johnny Hunt",203199,8,0,0,0,4520,1e+05
"Johnny Kenny",875208,4,0,4,0,124,175000
"Johnny Thomsen",23111,144,24,24,264,326448,1250000
"Johnny Vidales",224677,32,0,0,16,5088,5e+05
"Johny Placide",51035,78,0,0,0,91078,1800000
"Jokin Esparza",62966,24,0,0,0,9144,5e+05
"Jokin Ezkieta",379548,0,0,0,0,6545,3e+05
"Joleon Lescott",4241,120,0,72,48,160032,1.7e+07
"Jomaine Consbruch",511246,0,0,0,0,405,5e+05
"Jon Ander Garrido",158704,16,0,16,0,16784,8e+05
"Jon Ander Serantes",71835,42,0,0,0,25200,1500000
"Jon Aurtenetxe",89726,56,0,0,28,53172,4e+06
"Jon Bautista",289236,162,0,216,108,70020,5e+06
"Jon Errasti",158849,57,0,0,0,36195,1500000
"Jon Flanagan",145922,390,0,0,52,103974,8e+06
"Jon Gallagher",562553,0,0,12,36,20904,1e+06
"Jon Gaztañaga",66110,60,0,0,0,7360,1e+06
"Jon Gorenc Stankovic",245034,46,0,23,0,20677,4e+06
"Jon Gudni Fjóluson",103732,24,0,0,0,48888,1e+06
"Jon Guridi",289257,38,0,38,19,27417,1800000
"Jon Guthrie",222108,126,0,99,45,57240,5e+05
"Jon Irazusta",257813,0,0,0,0,3600,3e+05
"Jon McLaughlin",92983,28,0,0,0,70126,4e+05
"Jon Moncayola",552425,210,0,70,42,106806,1.2e+07
"Jon Morcillo",455349,33,0,22,22,16709,5e+06
"Jon Pacheco",580560,9,0,0,0,7191,6e+06
"Jon Routledge",98063,24,12,0,0,12912,2e+05
"Jon Toral",193593,180,0,126,54,53064,2500000
"Jonah Osabutey",269766,96,0,80,64,26176,7e+05
"Jonas",50143,702,26,3276,1014,318370,1.2e+07
"Jonas Andersen",509927,0,0,6,0,582,1e+05
"Jonas Arweiler",246044,16,0,64,48,19280,450000
"Jonas Bager",260829,360,36,36,90,132066,1200000
"Jonas Borring",22479,300,0,350,300,160800,2500000
"Jonas Brix-Damborg",40023,744,0,0,0,262800,4e+05
"Jonas Carls",239972,0,0,0,0,810,4e+05
"Jonas Dakir",464983,0,0,0,0,14768,250000
"Jonas Dirkner",605222,0,0,0,0,105,2e+05
"Jonas Föhrenbach",192169,0,0,0,0,2121,8e+05
"Jonas Gemmer",260838,152,0,38,38,41705,350000
"Jonas Hector",108537,957,0,406,580,530845,2e+07
"Jonas Henriksen",101000,0,0,0,0,6327,250000
"Jonas Heymans",140799,14,14,0,0,8582,5e+05
"Jonas Hofmann",7161,240,0,1170,1200,405180,1.6e+07
"Jonas Hofmann",227085,0,0,0,0,28,250000
"Jonas Ivens",13063,15,0,15,0,20205,1750000
"Jonas Jensen",20850,0,0,0,0,21420,150000
"Jonas Jensen-Abbew",658530,0,0,0,0,1464,250000
