"player_name","player_id","yellow_cards","red_cards","goals","assists","total_minutes_played","market_value_eur"
"Jonas Kamper",15039,207,0,276,414,135332,2e+06
"Jonas Knudsen",144904,216,0,54,54,88749,1500000
"Jonas Lössl",48870,165,0,0,66,614988,5e+06
"Jonas Martin",127142,1260,0,448,308,432516,5e+06
"Jonas Meffert",107574,0,0,0,0,4246,1500000
"Jonas Michelbrink",471901,8,0,0,0,296,5e+05
"Jonas Mortensen",492492,9,0,0,0,693,250000
"Jonas Olsson",25248,250,0,50,25,105175,5e+06
"Jonas Omlin",247915,0,46,0,0,121049,8e+06
"Jonas Svensson",136184,952,84,196,728,451920,5500000
"Jonas Thomsen",96006,12,0,0,0,3348,2e+05
"Jonas Thorsen",94295,279,0,279,310,319734,5e+05
"Jonas Wind",391004,80,0,624,224,108944,1.4e+07
"Jonatan Lima",211117,36,0,0,0,7794,3e+05
"Jonatan Lucca",232577,168,0,70,42,65548,1e+06
"Jonatan Álvez",248105,42,0,105,42,16317,2200000
"Jonathan",54149,0,0,0,54,7749,7500000
"Jonathan Aegidius",564530,0,0,0,0,85,150000
"Jonathan Amon",542776,12,0,72,48,16272,7e+05
"Jonathan Ayité",57349,48,0,24,72,8544,1250000
"Jonathan Bamba",292818,368,0,805,782,373060,2.5e+07
"Jonathan Bauman",130158,60,0,15,30,9270,2e+06
"Jonathan Benteke",273773,0,0,26,13,3692,4e+05
"Jonathan Biabiany",45567,259,0,37,74,92500,9500000
"Jonathan Bijimine",248213,56,0,0,0,15806,6e+05
"Jonathan Bolingi",315337,285,0,195,45,82905,1200000
"Jonathan Brison",28307,200,0,20,20,39280,2300000
"Jonathan Buatu",137313,315,21,84,21,232806,850000
"Jonathan Burkardt",333647,0,0,204,84,58632,1.7e+07
"Jonathan Burn",284762,4,0,0,0,1156,1e+05
"Jonathan Bustos",587776,35,0,0,0,6566,325000
"Jonathan Cafú",347100,44,0,44,22,26906,1e+07
"Jonathan Calleri",284727,525,0,693,210,224448,1e+07
"Jonathan Clauss",175639,85,0,136,289,95166,1.5e+07
"Jonathan David",533738,150,0,960,285,168015,5e+07
"Jonathan Delaplace",149551,264,24,48,192,170880,2e+06
"Jonathan Franks",95808,0,0,18,18,24111,750000
"Jonathan Gradit",126557,357,0,0,21,164283,4500000
"Jonathan Heris",101531,184,23,92,23,94461,6e+05
"Jonathan Hogg",61573,414,23,0,23,117944,3500000
"Jonathan Howson",45395,182,0,104,104,81510,5e+06
"Jonathan Ikoné",324690,360,0,380,560,235980,4e+07
"Jonathan Klinsmann",334992,0,0,0,0,1170,3e+05
"Jonathan Kodjia",88971,27,0,54,27,8478,1e+07
"Jonathan Legear",15843,26,0,130,130,59098,4e+06
"Jonathan Leko",314266,0,0,0,13,1755,1500000
"Jonathan Ligali",127140,40,0,0,0,21600,8e+05
"Jonathan López",58064,180,0,0,0,73296,6e+05
"Jonathan Martins Pereira",30698,336,0,0,120,106392,1500000
"Jonathan Mensah",110622,135,0,27,27,60399,1750000
"Jonathan Morsay",298313,55,0,22,0,14366,4e+05
"Jonathan Moya",131257,110,0,44,0,15400,6e+05
"Jonathan Mulder",594277,0,0,0,0,180,150000
"Jonathan Obika",61838,36,0,216,60,60960,350000
"Jonathan Okita",289404,48,0,112,96,38896,8e+05
"Jonathan Okoronkwo",987700,0,0,0,0,213,3e+05
"Jonathan Panzo",392777,120,0,0,12,39768,5e+06
"Jonathan Pereira",53239,66,0,33,33,6534,4e+06
"Jonathan Pitroipa",19139,25,0,0,0,9625,6500000
"Jonathan Ring",180137,21,0,0,0,4872,1300000
"Jonathan Rivierez",98274,280,0,0,56,110460,1e+06
"Jonathan Rodríguez",280795,48,0,0,0,17832,8e+06
"Jonathan Rossini",54916,0,0,0,0,5220,1500000
"Jonathan Rowe",672381,0,0,0,2,490,8e+05
"Jonathan Rowell",77145,52,0,13,13,17693,6e+05
"Jonathan Schmid",70285,330,0,660,840,509580,5e+06
"Jonathan Silva",189453,988,26,182,338,237328,4e+06
"Jonathan Spector",24637,0,0,0,0,312,2500000
"Jonathan Tah",196357,725,58,203,319,645366,4e+07
"Jonathan Tinhan",120760,20,0,0,0,1340,9e+05
"Jonathan Toro",382773,85,0,51,51,33864,7e+05
"Jonathan Urretaviscaya",74621,130,0,130,104,29562,3500000
"Jonathan Vervoort",181795,0,0,0,0,98,5e+05
"Jonathan Viera",153238,448,0,704,672,266112,1e+07
"Jonathan Walters",3306,160,0,460,240,131440,5500000
"Jonathan Williams",170322,0,0,0,0,6500,2500000
"Jonathan Wilmet",31245,28,0,28,28,17696,9e+05
"Jonathan Zongo",174706,39,0,39,0,21398,1800000
"Jonathan de Guzmán",31067,528,0,561,726,309771,1e+07
"Jonathan dos Santos",60445,558,0,217,248,249798,8e+06
"Jonathas",58345,930,0,1260,480,261960,7e+06
"Joni Kauko",73662,580,0,435,145,219820,6e+05
"Joni Montiel",343273,0,0,0,0,4215,8e+05
"Jonjo Shelvey",71292,1530,34,578,748,533936,1.8e+07
"Jonjoe Kenny",258883,196,0,28,154,125972,1.2e+07
"Jonny Evans",42412,1540,35,420,315,728805,1.5e+07
"Jonny Hayes",52380,825,25,675,1375,469175,1e+06
"Jonny Otto",175446,1352,26,260,390,590746,2e+07
"Jony",228761,425,0,275,675,257850,1e+07
"Jony Ñiguez",73321,0,0,0,0,72,7e+05
"Jonás Gutiérrez",26443,150,0,25,50,29375,8e+06
"Jonás Ramalho",69660,208,0,26,0,149240,4e+06
"Joonas Tamm",111556,154,0,22,0,52910,8e+05
"Joost Broerse",4638,16,0,8,0,13080,9e+05
"Joost van Aken",261546,442,0,52,52,190294,2500000
"Jop van der Avert",497176,0,0,0,0,630,2e+05
"Jop van der Linden",80671,102,0,119,153,113135,1250000
"Jordan",355369,108,0,126,90,40842,1e+07
"Jordan Adéoti",228891,294,0,0,42,116907,2e+06
"Jordan Amavi",241229,1128,96,144,312,331680,1.6e+07
"Jordan Archer",177952,0,0,0,0,2340,5e+05
"Jordan Ayew",108354,1088,68,1632,782,631924,1e+07
"Jordan Beyer",403898,91,0,0,13,33943,4500000
"Jordan Botaka",196860,161,0,299,483,250930,2400000
"Jordan Boy",324635,0,0,0,0,66,150000
"Jordan Brown",242603,0,0,0,0,100,150000
"Jordan Faucher",169757,48,0,108,12,18612,450000
"Jordan Ferri",118284,1352,26,260,572,432536,7500000
"Jordan Graham",183283,0,0,0,0,1056,5e+05
"Jordan Henderson",61651,1178,0,620,1302,754013,3.5e+07
"Jordan Houston",403571,0,0,0,0,32,350000
"Jordan Hugill",291544,20,0,60,0,8020,8e+06
"Jordan Ikoko",157491,220,0,0,60,128960,1500000
"Jordan Jones",249256,144,12,144,180,103428,750000
"Jordan Kirkpatrick",62087,0,0,0,0,1144,150000
"Jordan Larsson",308552,198,0,572,198,112200,1.5e+07
"Jordan Leborgne",379742,39,0,0,13,11791,8e+05
"Jordan Lefort",192492,84,14,0,28,37030,3e+06
"Jordan Lotiès",49804,416,0,104,0,115726,3e+06
"Jordan Lotomba",313094,209,0,19,0,81301,7e+06
"Jordan Lukaku",140804,620,0,93,620,305691,7e+06
"Jordan Lyden",251289,0,0,0,0,1245,5e+05
"Jordan Marié",231025,320,0,60,40,135300,1500000
"Jordan Marshall",379449,36,12,0,36,30300,325000
"Jordan McGhee",193881,150,0,15,45,62550,375000
"Jordan McMillan",54128,65,0,13,0,11765,3e+05
"Jordan Mustoe",61715,33,11,0,22,37004,5e+05
"Jordan N'Kololo",228434,105,0,0,0,20076,7e+05
"Jordan Pickford",130164,168,0,0,0,511512,4e+07
"Jordan Remacle",30671,92,0,115,207,88941,1500000
"Jordan Rhodes",48950,0,0,0,0,5824,1e+07
"Jordan Roberts",213847,80,0,40,32,14048,3e+05
"Jordan Rossiter",258924,8,0,8,0,7600,750000
"Jordan Spence",61588,16,0,0,0,5424,5e+05
"Jordan Stewart",193891,0,0,0,0,14,75000
"Jordan Tell",272644,0,0,13,0,2158,9e+05
"Jordan Teze",364245,176,0,16,96,106592,9e+06
"Jordan Thompson",321169,11,0,0,0,1760,1e+06
"Jordan Tillson",251485,96,8,0,8,32224,350000
"Jordan Torunarigha",227110,378,21,126,105,135135,1.3e+07
"Jordan Turnbull",226978,35,0,0,5,9450,250000
"Jordan Veretout",164771,1890,30,1410,1050,717720,3.5e+07
"Jordan White",124577,75,0,90,105,54615,4e+05
"Jordan Williams",346468,8,0,0,0,1440,6e+05
"Jordan van der Gaag",377725,0,0,0,0,476,250000
"Jordens Peters",31880,598,0,23,46,354361,1250000
"Jordi",255928,18,0,0,0,53460,1e+06
"Jordi Alba",69751,2772,0,720,2916,1078380,7e+07
"Jordi Amat",85289,1440,120,60,60,436890,5e+06
"Jordi Balk",264478,7,0,0,0,2520,150000
"Jordi Calavera",286849,0,0,0,0,1881,1200000
"Jordi Codina",35462,0,0,0,0,20160,2e+06
"Jordi Figueras",62941,102,0,0,34,63818,2500000
"Jordi Gómez",39010,248,0,186,93,82336,3500000
"Jordi Masip",65263,192,0,0,0,286336,6e+06
"Jordi Mboula",331498,84,0,42,42,31010,4e+06
"Jordi Vanlerberghe",235275,460,0,140,20,175560,1500000
"Jordi Vidal",282679,7,0,0,0,833,150000
"Jordi Xumetra",73314,297,0,0,99,62700,3e+06
"Jordon Forster",186878,22,0,11,0,3960,250000
"Jordon Ibe",195652,84,0,189,294,166089,1e+07
"Jordon Mutch",57207,156,0,0,26,63596,6e+06
"Jordy Bruijn",241378,119,0,119,153,52445,8e+05
"Jordy Buijs",31111,46,0,23,69,66033,8e+05
"Jordy Clasie",104223,1170,60,240,360,494370,1.1e+07
"Jordy Croux",129581,184,0,46,207,81144,850000
"Jordy Deckers",64439,0,13,0,0,4797,250000
"Jordy Gaspar",353395,22,0,0,0,2772,1e+06
"Jordy Hiwula",201576,0,0,6,0,1692,3e+05
"Jordy Peffer",212574,0,0,0,0,84,2e+05
"Jordy Schelfhout",688245,0,0,0,0,630,1e+05
"Jordy Thomassen",266332,0,0,0,0,6642,275000
"Jordy Tutuarima",187299,0,0,0,19,78280,5e+05
"Jordy Vleugels",272844,0,0,0,0,48,1e+05
"Jordy de Wijs",215096,200,0,0,0,62380,2e+06
"Jordy van Deelen",187603,16,0,0,32,16912,275000
"Jordão Diogo",103680,204,0,17,17,91375,4e+05
"Jore Trompet",134567,22,0,0,0,814,5e+05
"Joren Dom",80442,154,0,154,22,97856,5e+05
"Jores Okore",129085,594,27,108,0,300024,5500000
"Jorge",345084,209,0,38,38,46265,1.5e+07
"Jorge Benguché",454321,16,0,0,0,4592,5e+05
"Jorge Benítez",160139,28,0,126,28,19516,3250000
"Jorge Carrascal",354145,272,0,48,48,49168,9e+06
"Jorge Casado",161251,408,0,72,144,139656,1500000
"Jorge Correa",96140,255,0,187,102,120003,8e+05
"Jorge Cuenca",494880,96,32,16,0,42992,8e+06
"Jorge Díaz",240026,468,18,144,108,185598,7e+05
"Jorge Elias",355492,11,0,11,0,4279,3e+05
"Jorge Fellipe",132060,130,0,52,13,29965,375000
"Jorge Fernandes",344395,544,32,16,0,131808,3e+06
"Jorge Félix",251930,36,0,108,0,19026,2e+06
"Jorge Meré",286779,572,44,44,22,214654,1e+07
"Jorge Miramón",228917,252,18,36,144,162018,3500000
"Jorge Molina",57825,980,35,2030,805,474530,3500000
"Jorge Monteiro",85554,40,0,10,30,28880,6e+05
"Jorge Morcillo",65239,130,26,26,0,23972,8e+05
"Jorge Pombo",336747,14,0,14,0,9772,1200000
"Jorge Pulido",67546,480,90,180,90,204690,3e+06
"Jorge Silva",329721,208,0,0,0,40256,550000
"Jorge Sáenz",340339,85,17,0,0,9231,3e+06
"Jorge Teixeira",59791,840,60,240,60,357330,2e+06
"Jorge de Frutos",455181,112,0,128,304,72080,1.5e+07
"Jorginho",102017,2046,0,1054,651,790345,6.5e+07
"Jorginho",277111,68,0,136,85,40171,1800000
"Jorginho",512356,0,0,0,0,450,2e+05
"Jorgo Meksi",267546,0,0,0,0,900,3e+05
"Joris Chotard",624037,143,0,11,22,58850,1e+07
"Joris Delle",56778,0,0,0,0,109984,2e+06
"Joris Gnagnon",378954,228,0,95,38,162868,1.5e+07
"Joris Kayembe",129586,190,0,114,304,171684,3500000
"Joris Kramer",326329,45,30,30,15,38070,650000
"Joris Marveaux",23955,140,0,28,28,72380,3500000
"Joris Mathijsen",4563,0,0,0,0,19095,1.2e+07
"Joris Sainati",119081,66,0,0,0,8976,5e+05
"Joris van Overeem",182582,550,25,450,725,455800,3500000
"Jorman Aguilar",189521,0,0,0,15,9720,350000
"Jorn Berkhout",595937,0,0,0,0,42,250000
"Jorn Brondeel",277242,0,15,0,0,40785,550000
"Jorn Vancamp",289645,15,0,60,45,16905,5e+05
"Jorn Vermeulen",41163,26,0,0,0,5733,9e+05
"Jorrit Hendrix",205004,800,25,225,350,390200,1e+07
"Jorrit Smeets",275949,228,19,38,57,91086,650000
"Jos Hooiveld",4624,92,0,0,23,23805,2e+06
"Josan",277533,108,0,108,108,61578,1e+06
"Joscha Wosz",597004,0,0,0,0,288,4e+05
"Jose Cholevas",41112,1705,31,217,496,489955,2750000
"Joseba Zaldua",197135,1071,21,42,273,325416,1.5e+07
"Josef Husbauer",63899,34,0,34,102,20944,3500000
"Josef Kvida",260041,28,0,0,0,2240,7e+05
"Josef Martínez",162569,130,0,338,156,101608,17500000
"Josef Sural",69978,69,23,46,0,8924,2300000
"Joselu",81999,700,0,1764,588,478352,8e+06
"Josema",255892,45,0,0,15,29490,1e+06
"Josep Martínez",388516,0,0,0,0,5400,2500000
"Josep Señé",161267,34,0,0,68,36023,5e+05
"Joseph Aidoo",358250,308,0,110,44,252560,8e+06
"Joseph Akomadi",619468,0,0,0,0,108,50000
"Joseph Akpala",38000,248,0,527,217,154070,4500000
"Joseph Amoah",358719,80,0,32,16,23632,8e+05
"Joseph Attamah",263546,315,0,126,63,215796,2250000
"Joseph Dodoo",261738,8,0,36,20,5560,350000
"Joseph Efford",537467,20,0,40,60,19440,6e+05
"Joseph Mensah",286000,0,0,16,48,18960,450000
"Joseph Minala",289087,0,0,0,0,324,1e+06
"Joseph Okumu",453376,22,0,11,0,27896,6e+06
"Joseph Paintsil",534435,180,15,285,90,85275,4500000
"Josete Miranda",355336,7,0,0,0,161,250000
"Josh Benson",397102,0,0,0,0,2016,4e+05
"Josh Brownhill",293569,300,0,60,80,143700,9e+06
"Josh Campbell",482802,28,0,4,16,8104,450000
"Josh Cullen",242606,117,0,0,13,70382,7e+06
"Josh Dasilva",340321,0,11,0,0,3641,1e+07
"Josh Doig",567129,18,0,6,36,29898,6e+06
"Josh Eppiah",455917,0,0,4,4,708,350000
"Josh Ginnelly",325104,21,0,28,28,9919,5e+05
"Josh Harrop",289844,0,0,10,0,900,8e+05
"Josh Jack",536535,0,0,0,0,333,75000
"Josh Knight",425026,0,0,0,0,45,6e+05
"Josh Law",60767,18,0,6,33,16230,2e+05
"Josh Magennis",63223,216,0,324,234,118944,750000
"Josh Maja",453824,33,0,132,22,30052,7e+06
"Josh Martin",547534,0,5,0,0,465,1800000
"Josh McEachran",128905,22,0,0,66,17468,5e+06
"Josh McPake",424014,0,0,0,0,46,125000
"Josh Meekings",127984,130,0,91,13,126789,450000
"Josh Mulligan",674809,4,0,4,0,1248,150000
"Josh Mullin",144863,24,0,36,132,40596,5e+05
"Josh Murphy",199528,63,0,105,63,45024,1e+07
"Josh Onomah",243589,32,0,16,32,28208,6e+06
"Josh Parker",132236,0,0,0,0,2840,4e+05
"Josh Pérez",351506,0,0,0,0,195,350000
"Josh Sargent",393325,192,0,272,176,105664,1.2e+07
"Josh Sheehan",197830,0,0,0,0,118,2e+05
"Josh Sims",286919,12,0,24,36,13416,2e+06
"Josh Todd",170736,0,0,0,8,1440,275000
"Josh Tymon",419929,45,0,15,0,21660,3e+06
"Josh Umerah",399264,1,0,0,0,45,50000
"Josh Vela",173804,48,0,0,24,9408,2e+06
"Josh Windass",280813,120,0,204,144,53484,2e+06
"Josha Vagnoman",448258,0,0,0,0,280,4e+06
"Joshua Brenet",207006,364,26,208,286,333320,5e+06
"Joshua Brillante",171307,0,0,0,0,860,1e+06
"Joshua John",60312,220,0,286,330,168674,1250000
"Joshua Kimmich",161056,1066,0,858,2132,618098,9e+07
"Joshua King",91059,375,0,1475,525,378800,2e+07
"Joshua Mees",196815,19,0,38,19,8208,1e+06
"Joshua Webb",201698,2,0,0,0,36,1e+05
"Joshua Zirkzee",435648,24,0,228,108,33312,1.1e+07
"Josimar Lima",71103,105,0,15,15,28020,3e+05
"Josip Brekalo",293169,160,0,600,400,207780,1.5e+07
"Josip Condric",240941,32,0,0,0,31680,7e+05
"Josip Drmic",140579,160,32,544,192,145664,1.2e+07
"Josip Elez",179895,276,0,92,0,108997,4e+06
"Josip Ilicic",80351,1302,84,3822,2394,697956,2.2e+07
"Josip Juranovic",362977,38,0,114,38,57361,9e+06
"Josip Kvesic",101042,0,0,0,48,21000,650000
"Josip Misic",227035,276,23,184,276,91701,3500000
"Josip Pivaric",45826,132,0,0,165,99891,3e+06
"Josip Posavec",255322,20,0,0,0,56400,2e+06
"Josip Projic",46971,0,0,0,17,8483,5e+05
"Josip Radosevic",160506,384,0,96,192,210264,2500000
"Josip Stanisic",483046,11,0,11,11,9526,8e+06
"Josip Tomasevic",160514,98,0,0,0,16674,6e+05
"Josip Vukovic",166230,162,18,0,54,72990,8e+05
"Josko Gvardiol",475959,96,0,24,36,42144,7.5e+07
"Jospin Nshimirimana",649266,80,0,0,0,9960,4e+05
"Josuha Guilavogui",93704,1595,0,348,232,537196,1.4e+07
"Josué",72772,896,0,420,588,240464,8250000
"Josué Albert",170487,0,0,0,0,180,4e+05
"Josué Dorrio",483453,0,0,0,0,576,2e+05
"Josué Homawoo",655143,0,0,0,0,225,3e+05
"Josué Sá",139341,483,46,138,46,234140,2500000
"José Alberto Cañas",69609,1190,34,204,0,379032,5e+06
"José Alonso Lara",461858,0,0,0,0,117,5e+05
"José Antonio Caro",268946,0,0,0,0,6966,1e+06
"José Antonio Martínez",311287,15,0,0,15,23460,1500000
"José Antonio Reyes",7717,504,0,468,576,180756,3.5e+07
"José Callejón",61253,800,40,2560,2800,998760,2.5e+07
"José Campaña",120095,1120,32,352,768,395168,2.5e+07
"José Carlos",73244,0,0,0,0,414,2e+06
"José Carlos Lazo",282410,16,0,16,0,1920,3500000
"José Carlos Ramírez",319541,0,0,0,0,8232,8e+05
"José Crespo",37397,1702,0,296,296,695267,2800000
"José Enrique",35571,0,0,0,0,14060,1.4e+07
"José Fonte",33829,1200,60,270,300,751890,7e+06
"José Fontán",609361,60,0,24,0,7188,1e+06
"José Francisco Cevallos Jr.",129725,168,0,120,48,59928,2200000
"José Gallegos",670144,0,0,0,0,640,4e+05
"José Gayà",221322,1988,28,224,868,664944,5e+07
"José Gomes",305946,0,0,0,0,336,450000
"José Izquierdo",147094,374,0,660,286,180730,1.4e+07
"José Luis Morales",252677,900,0,1650,950,512825,1e+07
"José Luis Palomino",125020,1026,27,243,135,459594,1e+07
"José Luis Valiente",337152,294,0,84,42,119868,450000
"José Machín",355104,0,0,0,17,4131,2600000
"José Manuel Arnáiz",364603,68,0,85,17,27948,1e+07
"José Manuel Casado",58774,96,0,0,24,14184,2500000
"José Manuel Catalá",64385,44,0,0,0,7106,3e+06
"José Manuel Jurado",28261,234,0,234,507,301470,1.3e+07
"José Mari",225462,391,0,23,0,80086,8e+05
"José María Basanta",55997,182,26,104,0,81250,3500000
"José María Cases",73070,136,0,85,119,40120,750000
"José María Giménez",250845,1512,27,270,243,538866,7e+07
"José María López Silva",73076,25,0,0,0,10350,1500000
"José Matos",268957,0,0,0,17,4590,1200000
"José Mauri",240958,294,0,42,84,93429,6e+06
"José Moreira",13216,27,0,0,0,111780,9e+06
"José Naranjo",272679,105,0,63,63,30240,2e+06
"José Núñez",139440,0,0,39,13,12389,1e+06
"José Pozo",195605,76,0,76,0,36328,3e+06
"José Rodríguez",165012,414,46,92,92,125327,3e+06
"José Saez",5639,0,0,0,0,1330,2750000
"José San Román",45655,66,0,0,22,26950,1200000
"José Semedo",33710,665,19,57,0,134197,1500000
"José Sosa",20137,1640,0,1312,1886,714876,1e+07
"José Sá",249994,176,0,0,22,359304,1.8e+07
"José Valencia",119183,21,0,105,0,29001,1500000
"José Ángel",160182,114,0,0,0,14250,4e+05
"José Ángel Jurado",187673,0,0,0,0,544,5e+05
"Jota",329812,136,0,221,204,63665,1.1e+07
"Jota Garcês",213510,147,21,0,42,58989,8e+05
"Jota Gonçalves",690924,18,0,0,0,4770,6e+05
"Jota Peleteiro",176591,126,0,21,84,69363,5e+06
"Jovan Kostovski",26980,120,0,144,48,23424,9e+05
"Jovan Krneta",94318,60,15,0,0,24420,4e+05
"Jovan Markoski",36149,48,0,0,24,12504,1300000
"Jovan Stojanovic",175440,231,0,315,105,68859,1200000
"Jovane Cabral",448466,208,0,320,208,59824,1e+07
"Joyskim Dawa",569743,117,0,0,0,25337,8e+05
"Jozabed Sánchez",207924,345,0,322,276,181838,5e+06
"Jozo Simunovic",131327,300,40,60,40,192700,4e+06
"Jozo Stanic",333450,0,0,0,0,26,5e+05
"Jozy Altidore",39378,33,0,33,0,15972,9e+06
"João Afonso",211107,500,0,100,180,282660,2200000
"João Afonso",224878,256,16,0,32,45680,5e+05
"João Amaral",352898,180,0,320,240,149480,3e+06
"João Amorim",139339,80,40,0,0,30000,8e+05
"João Aurélio",84711,1066,0,104,520,380146,2600000
"João Basso",410183,99,0,55,11,34914,8e+05
"João Caiado",522715,0,0,0,0,9,1e+05
"João Camacho",268732,160,0,200,80,97360,8e+05
"João Cancelo",182712,1485,27,351,891,576747,7e+07
"João Carlos",15018,42,0,21,42,44079,4e+06
"João Carlos",550179,8,0,8,0,3288,650000
"João Carlos Teixeira",132214,361,0,266,228,114513,2e+06
"João Carvalho",258005,17,0,51,85,34289,1e+07
"João Correia",383654,0,0,0,30,2370,750000
"João Costa",198638,16,0,0,0,3840,5e+05
"João Cunha",353840,0,0,0,0,1194,275000
"João Dias",85766,144,0,0,0,35982,7e+05
"João Diogo",71420,522,18,126,216,159966,1500000
"João Diogo",670000,2,0,1,0,916,3e+05
"João Favaro",448212,54,0,12,0,15084,3e+05
"João Ferreira",481623,21,0,0,21,7490,1e+06
"João Figueiredo",439343,156,0,216,84,51708,3200000
"João Félix",462250,483,0,1104,575,215924,1e+08
"João Gamboa",364406,272,16,16,48,104144,1500000
"João Graça",257707,0,0,0,0,5068,8e+05
"João Góis",292736,204,12,12,24,48540,750000
"João Jaquité",380409,342,0,36,0,63342,5e+05
"João Klauss",498862,112,0,126,112,43582,4500000
"João Lopes",547553,9,0,0,0,3240,1e+05
"João Lucas",347905,90,15,0,15,41745,5e+05
"João Martins",52214,80,0,40,0,23630,7e+05
"João Meira",172143,240,0,0,0,49760,8e+05
"João Mendes",504503,13,0,0,39,4043,5e+05
"João Mendes",684348,0,0,0,0,72,825000
"João Monteiro",426212,0,0,0,0,329,2e+05
"João Moutinho",29364,1760,0,560,1800,1063200,3e+07
"João Mário",149729,806,26,650,1196,468052,3.5e+07
"João Mário",227436,0,0,18,18,7074,4e+05
"João Mário",537602,84,0,24,84,38424,1.5e+07
"João Neto",564919,0,0,0,0,650,3e+05
"João Novais",228940,567,21,399,462,222726,4e+06
"João Nunes",198021,19,0,0,0,15048,8e+05
"João Palhinha",257455,1080,20,220,60,296600,2.8e+07
"João Patrão",183247,28,14,14,14,16548,6e+05
"João Pedro",34576,57,19,0,19,27189,5e+05
"João Pedro",44780,110,0,88,154,63382,2e+06
"João Pedro",129129,1160,58,2146,580,518172,1.8e+07
"João Pedro",235568,475,19,380,114,188651,1500000
"João Pedro",298410,33,0,44,0,8316,4e+05
"João Pedro",342024,0,0,0,0,2015,3e+06
"João Pedro",626724,12,0,48,12,22320,2e+07
"João Pereira",13217,1178,62,93,620,420360,10500000
"João Pereira",72836,126,0,36,18,77184,4e+05
"João Real",34091,119,0,68,0,69836,8e+05
"João Reis",172066,17,0,0,0,10064,675000
"João Rodrigues",329393,0,0,0,0,59,250000
"João Schmidt",198859,100,20,200,60,75500,1400000
"João Silva",124384,286,0,286,26,116194,1100000
"João Sousa",351977,0,0,7,0,5439,225000
"João Tavares",314989,10,0,0,0,2490,475000
"João Teixeira",182710,108,36,54,54,48060,1e+06
"João Teixeira",344893,0,0,0,0,1146,350000
"João Vasco",514019,0,0,0,0,112,275000
"João Victor",54996,0,0,0,0,7020,3e+06
"João Vieira",225770,0,0,0,0,979,6e+05
"João Vigário",336735,75,15,15,30,42735,5e+05
"João Vilela",37950,91,0,65,39,27911,1200000
"João Virgínia",329813,0,0,0,0,5994,1e+06
"João Vitor",112624,60,0,0,20,10940,1750000
"Joãozinho",73783,310,31,992,1085,392398,1.2e+07
"Joãozinho",138651,792,48,24,192,332064,2500000
"Joël Bopesu",373941,21,0,0,0,3528,5e+05
"Joël Drommel",333640,96,24,0,0,298488,4500000
"Joël Piroe",369962,14,0,70,0,10836,8e+06
"Joël Sami",45166,175,0,0,0,46775,1750000
"Joël Veltman",111195,1586,0,260,416,593866,1e+07
"Joël van Kaam",503642,6,0,0,0,1386,2e+05
"Ju-ho Park",111900,66,0,33,66,84777,2500000
"Juan Aguilera",75820,126,21,42,0,57540,5e+05
"Juan Bernat",126719,990,30,330,570,439080,2e+07
"Juan Berrocal",461843,0,0,0,0,3010,1500000
"Juan Brunet",696883,0,0,0,0,144,1e+05
"Juan Brunetta",466268,48,0,48,32,10192,5e+06
"Juan Cala",67089,1470,0,210,175,284060,2e+06
"Juan Calero",354330,0,0,13,0,1781,7e+05
"Juan Carlos",39004,0,0,0,0,29865,2e+06
"Juan Carlos",120705,130,0,0,0,128752,1e+06
"Juan Carlos Paredes",100507,40,0,0,0,29780,2e+06
"Juan Carlos Real",201861,0,0,0,24,13128,1200000
"Juan Carlos Valerón",7501,0,0,0,50,20625,2e+07
"Juan Cruz",169497,208,0,0,0,106704,2500000
"Juan Cruz",585700,0,0,0,0,54,2e+06
"Juan Cuadrado",91970,2070,60,900,1860,623820,3.2e+07
"Juan Cámara",162039,0,0,0,19,1862,7e+05
"Juan Delgado",175448,0,0,0,0,150,3e+05
"Juan Delgado",184992,306,0,162,90,79902,1800000
"Juan Domínguez",72195,348,0,87,29,167330,3e+06
"Juan Díaz",65986,0,0,0,0,5680,2e+06
"Juan Falcón",202035,16,0,64,16,19984,1750000
"Juan Familia-Castillo",349567,28,0,0,0,6167,1300000
"Juan Fernando Quintero",122582,0,0,116,232,58116,1.5e+07
"Juan Foyth",480763,330,15,45,45,115740,2.5e+07
"Juan Hernández",349873,0,0,32,0,4848,1e+06
"Juan Iglesias",390688,14,0,0,14,12460,3500000
"Juan Iturbe",81455,308,0,224,224,135464,2e+07
"Juan Jesus",121985,1505,35,70,70,503300,1.4e+07
"Juan José Perea",496767,160,0,120,60,45680,2400000
"Juan Lescano",274737,40,0,100,40,27040,8e+05
"Juan Manuel Boselli",487421,24,0,60,0,10248,350000
"Juan Manuel Insaurralde",65072,136,0,34,34,58684,3e+06
