"player_name","player_id","yellow_cards","red_cards","goals","assists","total_minutes_played"
"Facundo Garc<U+00ED>a",571079,24,0,0,12,3396
"Facundo Lescano",256008,0,0,0,0,1683
"Facundo Medina",474800,286,0,39,0,59865
"Facundo Parra",54794,66,0,176,66,35508
"Facundo Pellistri",676318,0,0,0,0,10344
"Facundo Pereyra",123497,38,19,323,133,63802
"Facundo P<U+00ED>riz",148607,336,0,56,0,131320
"Facundo Roncaglia",61546,1768,102,238,238,547196
"Facundo S<U+00E1>nchez",107523,126,18,18,18,49968
"Fadil Sido",132056,0,0,0,0,800
"Fahad Al-Abdulrahman",336835,30,0,0,0,34245
"Fahad Al-Muwallad",193153,0,0,0,0,338
"Fahd Aktaou",227075,42,0,0,0,25452
"Fahd Moufi",265589,420,45,30,120,129915
"Faissal El Bakhtaoui",255334,40,0,60,20,31410
"Faitout Maouassa",357072,391,0,138,207,178020
"Fakhreddine Ben Youssef",218058,0,0,0,0,4446
"Falaye Sacko",364857,342,0,18,198,187326
"Fali",252667,361,0,0,57,90725
"Fali Cand<U+00E9>",520530,112,0,24,40,34912
"Fallou Diagne",82389,696,116,174,29,222575
"Famara Di<U+00E9>dhiou",237125,273,0,399,21,81606
"Famoussa Kone",178024,13,0,0,0,3276
"Fankaty Dabo",186926,36,0,0,24,31116
"Fanouris Goundoulakis",25719,50,0,125,250,76625
"Faouzi Ghoulam",126656,806,0,93,806,431210
"Farid Ali",405620,0,0,0,0,56
"Farid Boulaya",202318,168,48,288,288,129384
"Farid El Melali",425400,30,0,60,15,15225
"Faris Handzic",212931,0,0,0,0,342
"Faris Haroun",16617,1394,0,306,238,355232
"Faris Moumbagna",599663,14,0,7,7,3710
"Farkhod Vasiev",64893,23,0,0,23,18009
"Farley Rosa",197622,234,0,252,234,103806
"Farouk Miya",339005,126,0,144,72,44028
"Farshad Noor",187191,36,0,0,18,30096
"Faruk Can Genc",588171,8,0,0,0,720
"Fary",13175,0,0,0,9,657
"Far<U+00E8>s Bahlouli",190333,57,0,38,0,13813
"Fashion Sakala",485729,210,0,476,126,104006
"Fatih Aksoy",338794,323,0,51,85,113339
"Fatih Atik",23888,132,0,0,66,51524
"Fatih Candan",157648,66,0,44,44,10846
"Fatih Ciplak",317420,0,0,0,0,9156
"Fatih Kurucuk",337516,68,0,0,0,21420
"Fatih Tultak",605037,0,0,0,0,750
"Fatih Yilmaz",813032,0,0,0,0,720
"Fatih <U+00D6>zt<U+00FC>rk",209574,286,0,0,0,231400
"Fatjon Andoni",164580,1771,0,345,0,258842
"Fatos Beqiraj",66784,140,35,280,140,114940
"Fausto Grillo",323422,45,0,15,0,18615
"Fausto Rossi",81743,125,0,0,25,38650
"Fausto Tienza",174859,144,0,0,0,27684
"Faycal Rherras",278702,104,13,13,39,63336
"Faysel Kasmi",302473,0,15,60,0,19815
"Fay<U+00E7>al Fajr",174344,1290,0,630,990,602610
"Fa<U+00EF>z Selemani",352017,189,21,462,252,107016
"Fede Cartabia",242548,621,0,299,276,136367
"Fede San Emeterio",307519,270,0,0,0,81612
"Fede Vico",162079,104,0,130,26,80262
"Federico Agliardi",16888,0,0,0,0,27692
"Federico Andrada",234249,0,0,0,0,5130
"Federico Balzaretti",21876,0,0,0,0,1530
"Federico Barba",165873,650,25,75,100,228175
"Federico Bernardeschi",197300,1320,60,1050,1020,443880
"Federico Bonazzoli",241527,200,0,420,60,84440
"Federico Brancolini",451154,0,0,0,0,50
"Federico Bravo",266775,140,0,0,0,24780
"Federico Ceccherini",163639,1025,25,100,50,330050
"Federico Chiesa",341092,792,24,1248,864,378888
"Federico Di Francesco",38607,408,24,384,360,163992
"Federico Dimarco",198116,345,0,184,322,160655
"Federico Dionisi",119369,378,0,270,81,76194
"Federico Falcone",118129,42,0,70,0,17710
"Federico Fazio",45314,1248,117,585,156,729846
"Federico Fern<U+00E1>ndez",85475,1088,34,136,272,630292
"Federico Furlan",88688,0,0,0,0,1080
"Federico Gino",273130,0,0,0,0,1620
"Federico Giraudo",349715,0,0,0,0,2212
"Federico Macheda",61887,475,0,875,225,162700
"Federico Marchetti",22318,231,66,0,33,278751
"Federico Marigosu",459504,0,0,0,0,110
"Federico Mattiello",200194,294,21,21,84,105651
"Federico Melchiorri",46060,44,0,66,0,13574
"Federico Palacios",146096,25,0,75,0,28500
"Federico Peluso",21763,1711,29,116,203,445730
"Federico Pereyra",422746,126,0,28,0,31668
"Federico Piovaccari",44514,174,58,174,29,50866
"Federico Rasic",282483,64,0,96,0,16192
"Federico Ravaglia",390304,0,0,0,0,4680
"Federico Ricca",285322,437,0,92,92,148511
"Federico Ricci",198086,216,0,72,72,67656
"Federico Santander",99180,624,0,1300,442,260026
"Federico Serra",162551,0,0,0,0,154
"Federico Valverde",369081,380,20,120,160,199520
"Federico Varela",309980,32,0,16,0,12624
"Federico Viviani",165900,546,26,208,260,149838
"Federico <U+00C1>lvarez",289117,112,0,0,128,55456
"Fedor Chalov",287183,180,0,920,520,206920
"Fedor Kudryashov",48634,1575,105,140,420,698250
"Fedor Smolov",50355,1044,0,3960,1296,668088
"Fedor <U+010C>ernych",140540,90,0,120,30,89070
"Fegor Ogude",164487,663,51,51,34,160208
"Fejsal Mulic",226194,17,34,34,0,7752
"Felicio Brown Forbes",67064,150,0,150,25,66975
"Felipe",17127,1734,68,238,102,422654
"Felipe",156501,1708,84,364,196,546168
"Felipe Anderson",159372,805,0,1820,1960,684250
"Felipe Augusto",410443,7,0,14,7,2548
"Felipe Avenatti",216375,351,0,405,81,117909
"Felipe Caicedo",37834,1560,0,2262,819,486915
"Felipe Curcio",331467,0,0,0,0,799
"Felipe Garcia",52953,0,0,0,0,3600
"Felipe Gedoz",242808,126,0,112,182,44926
"Felipe Guti<U+00E9>rrez",133089,196,0,84,84,100072
"Felipe Lopes",45448,104,0,0,26,47138
"Felipe Macedo",291007,105,0,15,0,22995
"Felipe Mattioni",52432,40,0,0,0,5980
"Felipe Melo",35537,950,38,76,76,178068
"Felipe Pardo",76924,475,0,575,475,171000
"Felipe Pires",327911,25,0,100,25,40000
"Felipe Saad",57208,48,0,0,0,16896
"Felipe Santana",54312,120,0,0,24,49392
"Felipe Souza Ferreyra",651417,36,0,18,9,11529
"Felipe Tontini",405726,0,0,4,0,636
"Felipe Trevizan",68815,280,0,56,0,73584
"Felipe Vizeu",425462,15,0,15,15,5325
"Felitciano Zschusschen",193904,0,0,0,0,1485
"Felix Afena-Gyan",872380,18,0,6,0,2187
"Felix Agu",393512,15,0,30,15,11625
"Felix Bastians",39083,37,0,0,0,29563
"Felix G<U+00F6>tze",330635,30,0,15,0,3060
"Felix Klaus",89591,384,32,256,416,213920
"Felix Kroos",31910,145,0,0,87,62785
"Felix Nmecha",406640,12,0,0,6,2208
"Felix Passlack",274461,192,0,96,96,90176
"Felix Platte",195782,63,0,42,21,15729
"Felix Uduokhai",278343,308,0,88,0,169730
"Felix Wiedwald",44594,252,0,0,0,287964
"Felix <U+00D6>rn Fridriksson",364144,7,0,0,0,1974
"Femi Balogun",250682,0,0,0,0,1599
"Fer Ni<U+00F1>o",627294,50,0,100,10,20740
"Ferdi Kadioglu",369316,240,0,220,220,111560
"Ferdinando Coppola",5986,25,0,0,0,4500
"Ferdinando Del Sole",355479,0,0,48,0,2320
"Ferdy Druijf",360519,70,0,126,14,19320
"Ferhad Ayaz",223801,18,0,0,0,6840
"Ferhan Hasani",151582,110,0,66,22,26818
"Ferhat Erdogan",876831,0,0,0,0,2
"Ferhat G<U+00F6>rg<U+00FC>l<U+00FC>",120050,84,0,0,21,34881
"Ferhat Kaplan",93104,56,0,0,0,173880
"Ferhat Kiraz",56640,56,0,0,0,28084
"Ferhat Yazgan",94037,24,0,0,0,2880
"Ferhat <U+00D6>ztorun",37839,1287,39,0,117,355095
"Ferjani Sassi",191903,44,0,22,44,20922
"Ferland Mendy",291417,644,0,161,322,327152
"Fernandinho",26267,2988,108,756,972,912564
"Fernandinho",76902,27,0,0,0,4023
"Fernandinho",230937,57,0,19,95,15428
"Fernando",15338,70,0,28,0,18732
"Fernando",51174,2555,0,525,595,715295
"Fernando",105456,1440,0,630,450,435900
"Fernando",550495,72,0,132,48,25248
"Fernando Alexandre",45370,414,0,54,18,93960
"Fernando Alloco",87504,24,0,0,0,10398
"Fernando Amorebieta",35548,510,0,0,30,66630
"Fernando Andrade",236537,323,0,285,190,82004
"Fernando Aristeguieta",140126,25,25,25,0,27125
"Fernando Belluschi",26460,189,0,81,162,76545
"Fernando Boldrin",144752,675,0,513,405,234576
"Fernando Calero",357884,288,18,18,0,112446
"Fernando Canesin",153065,442,0,416,598,272012
"Fernando Cardozo",491598,14,0,0,7,1624
"Fernando Castro",584630,0,0,0,0,2472
"Fernando Costanza",524403,70,0,10,0,14720
"Fernando Ferreira",190553,231,0,0,21,56994
"Fernando Fonseca",344392,320,0,0,80,124048
"Fernando Forestieri",44948,68,0,68,34,26996
"Fernando Godoy",130452,418,0,0,88,96602
"Fernando Joao",530733,30,0,5,10,7785
"Fernando Lewis",107969,288,0,72,126,131670
"Fernando Llorente",35564,690,0,2300,736,485760
"Fernando Medeiros",411661,20,0,0,0,8040
"Fernando Muslera",58088,1064,38,0,0,946656
"Fernando Navarro",7593,638,0,0,145,254185
"Fernando Pacheco",172015,216,27,0,0,509436
"Fernando Soriano",7989,189,0,63,21,32508
"Fernando Tissone",35871,576,0,64,0,136320
"Fernando Torres",7767,644,0,1092,364,232988
"Fernando Usero",29073,312,0,104,52,106158
"Fernando Varela",59084,660,0,240,150,486120
"Fernando Zuqui",248763,38,0,0,0,3781
"Fernand<U+00E3>o",83886,484,0,1210,198,159610
"Ferran Torres",398184,255,0,544,374,168402
"Ferreira",42853,0,0,0,0,2880
"Ferris N'Goma",127192,12,0,12,0,264
"Ferro",294321,114,19,76,19,93005
"Ferr<U+00E1>n Corominas",15790,128,0,0,32,47840
"Feyzi Yildirim",338422,90,0,18,0,19476
"Fiacre Kelleher",280978,0,0,0,0,90
"Fidel",149231,504,0,336,280,178864
"Fiete Arp",343337,15,0,30,0,12690
"Fikayo Tomori",303254,176,0,64,16,119584
"Filip Bednarek",155158,22,0,0,0,25872
"Filip Benkovic",293168,54,0,36,18,34470
"Filip Blazek",405501,0,0,0,0,330
"Filip Bradaric",238486,154,22,0,22,49038
"Filip Bundgaard",685145,14,0,14,7,2170
"Filip Daems",7028,66,0,66,0,97878
"Filip Dagerstal",270905,36,0,0,0,16200
"Filip Djordjevic",47065,116,29,493,203,126759
"Filip Djuricic",94307,650,26,364,416,240526
"Filip Helander",198067,483,0,189,0,256851
"Filip Holosko",21245,78,0,52,26,38974
"Filip Jagiello",242813,0,0,0,63,13125
"Filip Kasalica",36830,72,0,0,0,15432
"Filip Kiss",90360,154,22,0,66,41338
"Filip Kljajic",84802,0,0,0,0,36720
"Filip Kosti<U+0107>",161011,1240,31,1550,2542,764150
"Filip Krovinovic",261988,36,0,126,90,69498
"Filip Kurto",104376,78,0,0,26,106600
"Filip Kusic",217285,0,0,0,0,280
"Filip Lesniak",186383,120,0,30,60,75495
"Filip Malbasic",162652,54,0,27,54,28647
"Filip Manojlovic",333323,0,0,0,0,23560
"Filip Markovic",161356,120,0,135,105,47685
"Filip Mladenovic",168063,224,32,64,64,73600
"Filip Mrzljak",131324,352,0,88,132,63668
"Filip Novak",107665,640,0,1120,352,559072
"Filip Panjeskovic",610403,0,0,0,0,392
"Filip Rogic",217069,38,0,19,38,18278
"Filip Stanisavljevic",60861,448,28,0,56,112140
"Filip Starzynski",199301,58,0,0,0,9947
"Filip Stevanovic",627750,22,0,22,11,10725
"Filip Twardzik",93873,0,0,0,0,855
"Filip Ugrinic",394236,54,0,0,0,10800
"Filip Uremovic",325887,377,0,13,13,84266
"Filipe Augusto",212899,1275,25,200,200,250375
"Filipe Brigues",105299,0,0,0,0,2052
"Filipe Chaby",197604,34,17,0,34,17102
"Filipe Ferreira",182936,456,24,96,192,362616
"Filipe Gon<U+00E7>alves",31027,528,0,0,24,96600
"Filipe Lu<U+00ED>s",21725,1444,38,304,722,568822
"Filipe Melo",134580,253,0,0,23,96232
"Filipe Mendes",25229,0,0,0,0,14280
"Filipe Oliveira",225158,13,0,13,0,7020
"Filipe Pachtmann",708172,0,0,0,0,224
"Filipe Relvas",567497,20,4,0,4,6792
"Filipe Soares",357163,200,0,60,60,64440
"Filipp Kondryukov",398844,0,0,0,0,2112
"Filippo Bandinelli",240934,210,0,84,84,49770
"Filippo Berardi",355611,14,0,0,0,1638
"Filippo Costa",197743,84,0,0,42,50904
"Filippo Delli Carri",393904,12,0,0,0,5076
"Filippo Falco",70689,24,0,120,144,57600
"Filippo Melegoni",315862,45,0,30,15,25905
"Filippo Porcari",61358,25,0,0,0,4550
"Filippo Romagna",256678,105,0,0,0,109158
"Fin Bartels",36207,780,39,936,702,346632
"Fin Stevens",587019,0,0,0,0,650
"Finlay Robertson",396540,0,0,0,0,672
"Finn Dahmen",251299,0,0,0,0,6750
"Finn Porath",241307,0,0,0,0,17
"Finn Stokkers",241486,18,0,324,162,77400
"Fiorin Durmishaj",331672,345,0,315,60,123975
"Firat Kaplan",335070,0,0,0,0,120
"Firatcan <U+00DC>z<U+00FC>m",508994,0,0,0,0,2717
"Firmin Mubele",265504,16,0,160,32,51392
"Fisnik Asllani",524290,0,0,0,0,42
"Flamarion",465858,51,0,68,17,27489
"Flavien Le Postollec",38399,189,0,0,42,52206
"Flavien Tait",202278,374,22,418,528,235378
"Flavio Ciampichetti",348332,10,0,0,0,4090
"Flavius Daniliuc",322655,48,0,8,0,23544
"Florent Balmont",5348,990,0,90,360,271590
"Florent Bojaj",216718,0,0,0,0,2072
"Florent Chaigneau",8498,0,0,0,0,1770
"Florent Hadergjonaj",238809,690,30,150,300,404220
"Florent Hanin",111811,364,0,52,312,300196
"Florent Hoti",614085,10,0,0,0,1930
"Florent Malouda",5461,125,0,75,125,58600
"Florent Mollet",222859,759,46,644,414,266547
"Florent Muslija",337036,16,0,32,0,12320
"Florent Ogier",91473,120,0,20,0,48700
"Florent Poulolo",600151,0,0,0,0,637
"Florent Sinama-Pongolle",4216,0,0,0,0,5211
"Florent Stevance",277145,10,0,20,0,6430
"Florentin Matei",147998,168,0,240,144,82872
"Florentin Pogba",140497,224,0,56,56,209916
"Florentino",357162,140,0,20,60,74460
"Florian Ay<U+00E9>",372713,76,0,0,19,26942
"Florian Baak",296345,0,0,0,0,156
"Florian Ballas",110885,0,0,0,0,2160
"Florian Chabrolle",418662,0,0,0,0,387
"Florian Escales",222636,0,0,0,0,1080
"Florian Flick",596881,11,0,11,0,3960
"Florian Grillitsch",195736,1107,0,324,459,424494
"Florian Hartherz",93571,54,27,0,54,23895
"Florian H<U+00FC>bner",85822,203,0,0,0,49300
"Florian Jozefzoon",124873,104,0,78,78,28548
"Florian Jungwirth",33078,168,0,0,56,78876
"Florian Kainz",106270,595,0,700,840,259315
"Florian Kamberi",284020,198,0,414,216,103176
"Florian Kastenmeier",255294,16,0,0,16,29280
"Florian Kath",218011,60,0,20,0,13960
"Florian Klein",20276,266,0,114,190,181108
"Florian Kohls",172168,0,0,0,0,77
"Florian Kr<U+00FC>ger",317740,0,0,14,28,16744
"Florian Lejeune",127108,961,0,124,124,402318
"Florian Marange",33942,324,27,0,0,122364
"Florian Mayer",331634,0,0,0,0,252
"Florian Miguel",347594,270,18,18,18,84870
"Florian M<U+00FC>ller",284769,0,0,0,0,188100
"Florian Neuhaus",278332,525,0,420,504,232113
"Florian Niederlechner",152963,493,0,1247,696,315027
"Florian Pinteaux",126700,39,0,0,0,9646
"Florian Raspentino",189940,78,0,104,78,55822
"Florian Sotoca",354726,224,0,224,96,78592
"Florian Tardieu",212804,168,0,84,42,84294
"Florian Taulemesse",98340,54,0,36,0,16002
"Florian Thauvin",184892,1050,70,2625,1890,601860
"Florian Wirtz",598577,32,0,152,176,45104
"Floriano Vanzo",201696,198,0,90,18,57312
"Florin Andone",177065,600,24,792,144,207096
"Florin Costea",47571,20,0,0,0,11200
"Florin Gardos",57423,58,29,0,0,33611
"Floyd Ayit<U+00E9>",77974,408,34,680,272,285600
"Flynn Duffy",672537,0,0,0,0,600
"Fl<U+00E1>vio",373191,162,0,18,72,85410
"Fl<U+00E1>vio Boaventura",126480,11,0,0,0,2013
"Fl<U+00E1>vio Ramos",278985,460,40,80,60,184840
"Fod<U+00E9> Ballo-Tour<U+00E9>",296422,320,16,0,144,129712
"Fod<U+00E9> Doucour<U+00E9>",798925,0,0,0,0,1645
"Fod<U+00E9> Koita",79110,420,0,900,360,252330
"Fonsi",94781,357,0,51,255,164458
"Forbes",168683,0,0,0,7,3003
"Formose Mendy",127191,85,17,17,17,25415
"Fotis Georgiou",96444,200,0,120,120,111220
"Fotis Ioannidis",532444,70,0,120,10,33110
"Fotis Kitsos",669531,0,0,0,0,734
"Fotis Koutzavasilis",123601,102,0,0,0,76500
"Fouad Chafik",216499,322,0,23,161,207253
"Foued Kadir",57403,24,0,0,24,13080
"Fousseni Bamba",216639,25,0,10,0,4535
"Fousseni Diabat<U+00E9>",364861,140,0,196,182,102004
"Fraizer Campbell",42411,180,0,240,0,64740
"Fran Beltr<U+00E1>n",423444,234,18,108,0,141858
"Fran Garc<U+00ED>a",341264,52,0,13,26,45032
"Fran G<U+00E1>mez",442816,80,0,0,32,30496
"Fran Manzanara",385084,0,0,0,0,2170
"Fran M<U+00E9>rida",42920,512,0,64,32,85760
"Fran Navarro",284883,70,0,224,0,39228
"Fran Pereira",818247,0,0,0,0,102
"Fran Rico",63689,442,0,153,34,97325
"Fran Serrano",309007,0,0,0,0,2240
"Fran Sol",164292,189,21,1071,147,178227
"Fran Varela",212867,88,0,0,44,39116
"Fran Villalba",311680,16,0,0,0,3488
"Fran V<U+00E9>lez",147078,475,19,133,95,185896
"Francesco Acerbi",131075,1472,32,704,256,949632
"Francesco Bardi",110925,28,0,0,0,48664
"Francesco Benussi",21829,20,0,0,20,38580
"Francesco Bolzoni",49521,87,0,0,0,31668
"Francesco Caputo",84765,248,0,1829,775,350238
"Francesco Cassata",301236,486,54,108,54,65574
"Francesco D'Onofrio",103278,0,0,0,0,468
"Francesco Della Rocca",56889,24,0,0,0,3672
"Francesco Di Tacchio",84766,120,0,0,0,41370
"Francesco Fedato",233654,0,0,0,23,1955
"Francesco Forte",164534,104,0,156,52,44668
"Francesco Lodi",6033,204,0,102,68,119680
"Francesco Magnanelli",7093,1519,0,124,62,449159
"Francesco Migliore",60567,25,0,25,0,12700
"Francesco Pisano",35733,62,0,0,0,29605
"Francesco Renzetti",84845,84,0,0,28,61012
"Francesco Rossi",126634,0,0,0,0,3600
"Francesco Tavano",6020,33,0,132,66,50754
"Francesco Totti",5958,230,0,414,414,84732
"Francesco Verde",395870,0,0,0,0,88
"Francesco Vicari",240158,460,23,69,46,195638
"Francesco Zampano",216872,96,0,0,216,141720
"Franchu",458466,0,0,0,0,994
"Francis",270648,0,0,0,0,660
"Francis Amuzu",423604,240,0,195,210,91350
"Francis Coquelin",74869,1770,0,150,210,495870
"Francis Dickoh",22853,84,14,28,14,19194
"Francis Guerrero",370691,80,0,16,16,53152
"Francis N'Ganga",57196,390,26,26,130,182052
"Francis Uzoho",295360,0,0,0,0,2340
"Francisco Afonso",258026,15,0,0,0,6725
"Francisco Concei<U+00E7><U+00E3>o",487474,28,0,14,21,5481
"Francisco Di Franco",274058,392,0,42,28,82222
"Francisco J<U+00FA>nior",215840,75,0,0,0,8160
"Francisco Meixedo",564968,0,0,0,0,6
"Francisco Molinero",27487,310,0,0,31,65937
"Francisco Montero",396333,221,0,26,13,44122
"Francisco Moura",478365,81,0,36,9,19764
"Francisco Pol Hurtado",140155,0,24,0,0,8568
"Francisco Portillo",138803,630,30,120,390,231000
"Francisco Rodr<U+00ED>guez",227967,0,0,0,0,192
"Francisco Sierralta",371436,60,0,0,0,15810
"Francisco Silva",84870,80,0,0,20,13640
"Francisco Trinc<U+00E3>o",412669,72,0,270,270,88074
"Franck Bambock",182882,204,17,51,17,61013
"Franck Berrier",22627,261,0,377,551,177857
"Franck Betra",306164,4,0,4,8,3292
"Franck B<U+00E9>ria",12096,312,0,24,48,103200
"Franck Etoundi",140597,40,0,20,0,8960
"Franck Evina",336331,0,0,0,0,1665
"Franck Honorat",229006,180,0,342,252,118584
"Franck H<U+00E9>ry",170475,4,0,0,0,1080
"Franck Kanout<U+00E9>",478198,70,0,28,0,17878
"Franck Kessi<U+00E9>",294808,1150,50,1100,425,517775
"Franck Rib<U+00E9>ry",22068,1248,78,1326,2067,544557
"Franck Signorino",12101,448,0,0,168,176540
"Franck Tabanou",66413,464,29,29,203,170433
"Franco Bellocq",334058,180,0,0,0,30315
"Franco Brienza",16137,81,0,297,270,116775
"Franco Cervi",341110,374,0,506,528,249656
"Franco Di Santo",59783,713,31,899,217,255905
"Franco Ferrari",409553,0,0,0,0,196
"Franco Ferrari",540466,112,0,14,42,49630
"Franco Fragapane",226005,0,0,0,0,1848
"Franco Jara",75035,116,0,174,0,36163
"Franco Mazurek",267911,224,0,192,80,93472
"Franco Mussis",74821,0,0,0,0,2096
"Franco Romero",325454,91,0,0,26,27924
"Franco Russo",378463,120,0,15,0,25335
"Franco Signorelli",163690,0,0,22,0,16544
"Franco Soldano",358212,0,0,16,32,7360
"Franco V<U+00E1>zquez",76163,1888,64,1408,1152,559104
"Franco Zuculini",73083,62,0,0,0,13423
"Francois-Xavier Fumu Tamuzo",324891,30,0,0,0,4590
"Frane Cirjak",250416,120,0,0,140,25500
"Frane Vojkovic",226102,20,0,10,10,4610
"Franjo Prce",240260,0,0,0,0,19
"Frank Acheampong",157160,231,0,315,210,133392
"Frank Anguissa",354361,580,0,40,180,300260
"Frank Boeckx",13271,46,0,0,0,57960
"Frank Boya",473201,442,17,34,51,103394
"Frank Hansen",20843,90,0,15,60,43380
"Frank Lampard",3163,23,0,184,92,29647
"Frank Olijve",108692,76,0,57,19,21831
"Frank Onyeka",421637,448,0,140,84,106134
"Frank Ross",293754,14,0,14,14,3689
"Frank Sturing",302611,0,0,0,0,1880
"Frank Tsadjout",392545,0,0,12,0,684
"Frank van der Struijk",19061,154,0,14,28,74676
"Frankie Sutherland",148911,0,0,0,0,184
"Franklin Wadja",524986,12,0,0,0,348
"Franko Andrijasevic",107377,162,0,81,162,58239
"Frans Putros",166460,270,0,72,36,90270
"Frans<U+00E9>rgio",111828,1800,72,888,816,456072
"Frantisek Rajtoral",34527,90,0,0,0,17388
"Frantzdy Pierrot",492955,60,0,72,24,19524
"Franz Brorsson",271773,0,0,18,18,8730
"Fran<U+00E7>ois Bellugou",75282,504,72,48,24,182952
"Fran<U+00E7>ois Clerc",12134,0,0,0,62,87048
"Fran<U+00E7>ois Kamano",333802,726,44,1034,396,304810
"Fran<U+00E7>ois Marquet",194438,198,0,44,132,103004
"Fran<U+00E7>ois Modesto",18542,176,0,44,0,103972
"Fran<U+00E7>ois Moubandje",123021,992,62,93,155,474331
"Fraser Forster",52570,279,0,0,0,565874
"Fraser Hornby",388160,18,0,27,0,14112
"Fraser Kerr",120967,4,4,4,4,6492
"Fraser Murray",399262,0,0,0,0,3670
"Frazer Wright",36658,70,0,0,14,40964
"Fred",191614,1988,0,560,588,571704
"Fred Friday",282783,32,0,208,64,51408
"Freddie Ladapo",233998,0,0,0,0,882
"Freddie Woodman",226049,0,0,0,0,66120
"Freddy Quispel",538921,0,0,0,0,112
"Frederic Ananou",240263,90,0,0,0,39885
"Frederico Duarte",461936,91,0,35,42,24220
"Frederico Ven<U+00E2>ncio",169681,528,22,110,88,262460
"Frederik Alves",542690,33,0,0,11,20471
"Frederik Bay",339695,0,0,0,15,19110
"Frederik Brandhof",282954,63,0,21,21,24633
"Frederik B<U+00F6>rsting",309414,414,0,360,288,191880
"Frederik Carstensen",514894,0,0,5,0,350
"Frederik Christensen",333684,0,0,0,0,469
"Frederik Christensen",422939,0,0,0,0,126
"Frederik Christensen",514889,0,0,0,0,462
"Frederik Due",165812,0,0,0,0,14400
"Frederik Gytkjaer",72402,161,0,207,46,47449
"Frederik Holst",135209,396,22,66,154,172876
"Frederik Ihler",673173,0,0,0,0,15
"Frederik J<U+00E4>kel",405679,80,0,30,10,30920
"Frederik Lauenborg",320272,196,0,28,56,81228
"Frederik Mortensen",475792,14,0,0,0,168
"Frederik M<U+00F6>ller",148364,112,0,32,144,106544
"Frederik R<U+00F6>nnow",107775,100,25,0,0,322675
"Frederik Schram",279338,0,0,0,0,7794
"Frederik S<U+00F6>rensen",91716,775,0,93,217,251348
"Frederik Tingager",289683,170,0,102,17,147152
"Frederik Winther",569349,60,0,10,0,34120
"Fredrik Aursnes",223367,96,0,16,64,46000
"Fredrik Berge",103539,19,0,19,0,15599
"Fredrik Bj<U+00F6>rkan",364938,12,0,0,0,7800
"Fredrik Brustad",152481,15,0,15,0,14280
"Fredrik Gulbrandsen",110708,232,0,435,87,109388
"Fredrik Jensen",218233,0,0,0,0,10998
"Fredrik Jensen",249157,34,0,221,204,103394
"Fredrik Midtsj<U+00F6>",136180,675,0,175,775,407275
"Fredrik Ulvestad",158022,96,0,48,48,31944
"Fredy",87854,858,0,806,728,381992
"Fredy Guar<U+00ED>n",39090,434,0,248,310,119970
"Fredy Hinestroza",208715,120,0,40,40,45840
"Fredy Montero",73852,168,0,600,336,113736
"Freek Heerkens",88074,529,46,138,138,315169
"Freire",112237,80,0,0,0,45320
"Frenkie de Jong",326330,600,0,432,696,426408
"Frixos Grivas",623640,21,0,0,0,9723
"Fr<U+00E9>d<U+00E9>ric Brillant",75062,110,0,44,0,70796
"Fr<U+00E9>d<U+00E9>ric Bulot",111005,23,0,23,23,23506
"Fr<U+00E9>d<U+00E9>ric Duplus",77829,58,0,58,0,27956
"Fr<U+00E9>d<U+00E9>ric Frans",46715,260,0,130,78,176384
"Fr<U+00E9>d<U+00E9>ric Gounongbe",128304,64,0,176,48,25456
"Fr<U+00E9>d<U+00E9>ric Guilbert",354352,874,19,114,342,338200
"Fr<U+00E9>d<U+00E9>ric Maciel",234499,22,0,22,11,12111
"Fr<U+00E9>d<U+00E9>ric Mendy",150535,120,0,120,90,49905
"Fr<U+00E9>d<U+00E9>ric Sammaritano",80173,390,30,150,330,164670
"Fr<U+00E9>d<U+00E9>ric Veseli",111433,240,0,0,48,103488
"Funso Ojo",60951,884,0,26,130,325078
"Furdjel Narsingh",64355,0,0,156,494,143052
"Furkan Bayir",548270,24,0,0,0,13368
"Furkan K<U+00FC>lekci",622831,0,0,0,0,69
"Furkan K<U+00FC>t<U+00FC>k",926924,2,0,0,0,180
"Furkan Polat",389989,0,0,0,0,488
"Furkan Soyalp",221285,276,0,138,161,88458
"Furkan Uslu",869935,0,0,0,0,3
"Furkan Yaman",275685,0,0,0,0,1305
"Furkan <U+00D6>zcal",57854,192,0,96,96,81696
"Furkan <U+00DC>nver",251107,0,0,13,0,1170
"Fynn Arkenberg",235371,0,0,0,0,3240
"F<U+00E1>bio",61891,899,62,0,186,231446
"F<U+00E1>bio Cardoso",155025,1144,22,264,154,357918
"F<U+00E1>bio China",435497,340,17,0,68,129115
"F<U+00E1>bio Coentr<U+00E3>o",33648,1122,33,198,462,285186
"F<U+00E1>bio Erv<U+00F5>es",88598,18,0,0,0,5346
