"player_name","player_id","yellow_cards","red_cards","goals","assists","total_minutes_played"
"Hristofor Hubchev",279764,144,0,0,18,29646
"Hrvoje Cale",24609,100,0,0,25,27350
"Hrvoje Milic",46423,216,0,24,96,92904
"Hrvoje Milicevic",157167,23,0,0,0,3036
"Huanderson",190909,190,0,0,0,138776
"Hugo Almeida",9824,203,58,377,58,111969
"Hugo Andersson",348875,7,0,0,0,462
"Hugo Basto",227873,204,34,34,0,103581
"Hugo Campagnaro",21782,324,0,54,0,72765
"Hugo Cuypers",420884,26,0,195,130,34658
"Hugo Duro",573775,84,0,132,96,43164
"Hugo Ekitik<U+00E9>",709726,14,7,70,28,9905
"Hugo Fraile",72201,0,0,0,0,2400
"Hugo Guillam<U+00F3>n",495629,390,15,45,0,81390
"Hugo Lloris",17965,123,82,0,0,1237503
"Hugo Magnetti",474662,99,0,0,11,25201
"Hugo Mallo",119905,2550,34,374,782,763912
"Hugo Marques",72776,12,0,0,0,4800
"Hugo Monteiro",37954,8,0,8,8,2704
"Hugo Novoa",668276,0,0,7,0,1757
"Hugo Rodallega",37934,465,0,1705,155,348719
"Hugo Rodriguez",127151,0,0,0,0,2076
"Hugo Seco",295169,357,0,34,102,75548
"Hugo Siquet",578680,56,0,0,48,21648
"Hugo Sousa",187908,100,0,0,0,47800
"Hugo Ventura",58301,78,0,0,0,86580
"Hugo Vieira",124286,50,0,100,75,43875
"Hulk",80562,910,0,1540,1400,251685
"Hyun-jun Suk",129990,696,0,783,290,216224
"H<U+00E1>kon Arnar Haraldsson",652275,0,0,5,0,880
"H<U+00E9>ctor Beller<U+00ED>n",191217,950,25,250,850,555800
"H<U+00E9>ctor Canteros",96255,112,28,56,140,58100
"H<U+00E9>ctor Figueroa",274765,0,0,0,0,847
"H<U+00E9>ctor Hern<U+00E1>ndez",221986,48,0,0,48,25632
"H<U+00E9>ctor Hern<U+00E1>ndez",273738,0,0,0,0,330
"H<U+00E9>ctor Herrera",122043,1189,29,899,928,544446
"H<U+00E9>ctor Moreno",51046,784,0,448,112,354984
"H<U+00E9>ctor Qui<U+00F1><U+00F3>nes",131094,230,0,92,46,71001
"H<U+00E9>ctor Rodas",72286,132,0,0,0,32439
"H<U+00E9>ctor Yuste",94414,145,0,0,0,17545
"H<U+00E9>lder Barbosa",39784,493,0,377,348,214107
"H<U+00E9>lder Cabral",34029,85,0,0,0,28628
"H<U+00E9>lder Costa",173900,230,0,184,230,127995
"H<U+00E9>lder Ferreira",44775,25,0,5,0,10340
"H<U+00E9>lder Ferreira",350311,308,14,140,224,95480
"H<U+00E9>lder Guedes",36923,360,18,720,180,167094
"H<U+00E9>lder Lopes",171068,700,40,80,320,275620
"H<U+00E9>lder Postiga",5169,162,0,189,27,34911
"H<U+00E9>lder S<U+00E1>",549013,4,0,0,0,3188
"H<U+00E9>ldon",90660,399,0,231,420,146769
"H<U+00EA>ndrio Ara<U+00FA>jo",364742,0,0,0,9,1269
"H<U+00F3>lmbert Aron Fridj<U+00F3>nsson",149996,13,0,26,0,6383
"H<U+00F6>rdur Magn<U+00FA>sson",130353,550,25,125,50,219625
"H<U+00FC>rriyet G<U+00FC>cer",17386,182,0,52,26,44694
"H<U+00FC>seyin Altintas",293956,17,0,0,0,8466
"H<U+00FC>seyin T<U+00FC>rkmen",395862,198,0,0,72,110880
"Iago",520468,78,0,52,143,62205
"Iago Aspas",72047,2412,0,5184,1800,807408
"Iago Bouz<U+00F3>n",14535,40,0,0,0,4500
"Iago Falque",59340,384,0,1632,992,396640
"Iago Herrer<U+00ED>n",71570,48,48,0,24,275088
"Iago Santos",332220,442,17,51,17,159783
"Iain Davidson",14579,13,0,13,0,11115
"Iain Vigurs",59328,1104,24,336,240,229104
"Iain Wilson",356618,99,0,11,33,27346
"Ian Gonz<U+00E1>lez",253892,0,0,0,0,390
"Ian Harkes",482493,65,0,65,78,68224
"Ian Lawlor",183166,0,0,0,0,3240
"Ian Maatsen",485585,0,0,0,0,96
"Ian McShane",156751,30,0,30,30,23470
"Ian Pereira",349952,0,0,0,0,90
"Ian Poveda",392763,0,0,0,0,5820
"Ian Smeulers",361083,0,0,0,0,150
"Ian Soler",386196,0,0,0,0,1080
"Ianis Hagi",282076,198,0,352,418,124476
"Iasmin Latovlevici",47172,384,0,192,224,190240
"Ibai G<U+00F3>mez",127837,216,0,540,513,273024
"Iban Salvador",250358,16,0,0,0,160
"Ibou",29855,75,0,50,0,40875
"Ibra Koneh",591020,0,0,0,0,574
"Ibra Sekajja",186176,0,0,0,0,66
"Ibragim Tsallagov",138399,756,0,81,243,412830
"Ibrahim Afellay",15760,352,32,288,224,165440
"Ibrahim Akdag",182079,456,19,114,76,127300
"Ibrahim Akin",17123,26,0,52,156,36920
"Ibrahim Alhassan",364295,126,0,14,28,29260
"Ibrahim Amadou",205503,625,0,75,50,323075
"Ibrahim Ciss<U+00E9>",341393,13,0,0,0,793
"Ibrahim Ciss<U+00E9>",696598,0,0,0,0,1112
"Ibrahim Dagasan",35265,69,0,0,0,8878
"Ibrahim Demir",255532,0,0,0,0,4050
"Ibrahim Diakit<U+00E9>",919173,0,0,0,0,9
"Ibrahim Diallo",342887,80,20,0,10,20990
"Ibrahim Dresevic",321135,160,16,48,64,121744
"Ibrahim Kane",543380,104,8,56,32,31184
"Ibrahim Kargbo Jr.",550696,30,0,30,0,9970
"Ibrahim Moro",235964,169,0,13,39,50804
"Ibrahim Pehlivan",291760,140,0,0,80,124840
"Ibrahim Rabiu",62337,88,0,0,0,11880
"Ibrahim Sadiq",543501,77,0,44,22,17765
"Ibrahim Said",718318,12,0,6,6,2754
"Ibrahim Sangar<U+00E9>",375885,943,0,161,253,305118
"Ibrahim Sehic",46252,300,0,0,0,220500
"Ibrahim Serdar Aydin",204178,0,0,0,0,40
"Ibrahim Sissoko",157058,69,0,46,161,54211
"Ibrahim Toraman",7264,63,0,0,0,16632
"Ibrahim <U+00D6>zt<U+00FC>rk",58660,186,31,62,31,164548
"Ibrahima",595012,170,0,0,40,27230
"Ibrahima Balde",134497,155,0,341,93,79298
"Ibrahima Bald<U+00E9>",804884,0,0,0,0,216
"Ibrahima Bamba",840674,4,0,0,0,592
"Ibrahima Ciss<U+00E9>",160380,384,0,24,72,171264
"Ibrahima Cont<U+00E9>",138812,224,0,140,168,95424
"Ibrahima Diallo",413032,154,0,14,42,69286
"Ibrahima Di<U+00E9>dhiou",176556,0,0,0,0,360
"Ibrahima Konat<U+00E9>",357119,352,0,112,32,156096
"Ibrahima Kon<U+00E9>",490223,16,0,40,8,5808
"Ibrahima Mbaye",207715,624,26,104,104,225264
"Ibrahima Ndiaye",176570,16,0,16,0,5168
"Ibrahima Niane",490417,39,13,182,26,52481
"Ibrahima Niasse",79423,380,0,100,40,104900
"Ibrahima Savane",468234,0,0,0,0,200
"Ibrahima Seck",209933,594,44,220,110,266970
"Ibrahima Sissoko",372712,468,0,90,162,168642
"Ibrahima Sory Bah",339601,0,0,0,0,234
"Ibrahima Sory Sankhon",426648,221,13,0,26,51870
"Ibrahima Tour<U+00E9>",278021,8,0,0,0,3832
"Ibrahima Traor<U+00E9>",47285,192,0,352,512,192224
"Ibrokhimkhalil Yuldoshev",704545,30,0,6,12,9612
"Ibson Melo",339839,12,0,12,24,9624
"Iddrisu Baba",442805,285,0,19,0,95722
"Idir Ouali",46716,174,0,290,319,144420
"Idris Cengiz",282663,0,0,0,0,88
"Idris Mandiang",130940,660,0,105,60,176265
"Idris Umaev",495845,32,0,32,0,3472
"Idrisa Samb<U+00FA>",290761,22,0,11,0,4224
"Idriss Saadi",111057,100,0,525,50,104725
"Idrissa Doumbia",430579,500,0,60,60,168220
"Idrissa Gueye",126665,1767,31,496,403,689998
"Idrissa Sylla",110000,132,0,440,66,104962
"Idrissa Tour<U+00E9>",335516,48,16,16,0,9456
"Idriz Voca",342098,57,0,0,0,24966
"Iduitua David",454126,0,0,0,0,72
"Id<U+00E9> Colubali",453845,4,0,0,0,316
"Iebe Swers",268122,24,0,0,12,13416
"Ifeanyi Onyilo",125032,0,0,0,16,1520
"Ighodaro Osaguona",339487,20,0,10,0,2240
"Ignace Van der Brempt",490423,11,0,11,0,3256
"Ignacio Camacho",58874,1520,0,418,190,353172
"Ignacio Fideleff",66960,114,0,19,0,11970
"Ignacio Pussetto",283528,324,0,270,216,92178
"Ignasi Miquel",70245,150,25,0,0,66400
"Ignatius Ganago",531949,48,0,216,60,56352
"Ignazio Abate",16631,780,0,60,330,298470
"Igor",13959,45,0,195,75,48645
"Igor",380350,380,0,19,38,117838
"Igor Akinfeev",15570,525,0,0,0,953400
"Igor Angulo",29115,69,0,184,69,42550
"Igor Armas",64667,203,0,58,116,140360
"Igor Berezovskyi",181763,12,0,0,0,8640
"Igor Bezdenezhnykh",235732,220,0,0,0,45480
"Igor Bubnjic",187090,51,0,0,0,24395
"Igor Bykovskyi",343154,0,0,0,0,108
"Igor Chaykovskyi",94923,930,0,60,90,187140
"Igor Denisov",15650,812,0,87,116,350465
"Igor Diveev",532732,322,0,140,56,134008
"Igor Gonchar",201625,192,0,16,32,63872
"Igor Gorbatenko",62834,546,0,182,312,237744
"Igor Gorbunov",214246,60,0,30,0,12660
"Igor Jovanovic",50366,120,0,24,0,47832
"Igor Juli<U+00E3>o",223977,60,0,0,60,19980
"Igor Kaleshin",89400,26,0,13,0,23530
"Igor Kalinin",267396,323,0,34,119,83470
"Igor Karpenko",600008,21,0,7,7,1918
"Igor Kharatin",213976,437,0,190,76,106970
"Igor Khudobyak",58042,435,0,319,290,217471
"Igor Khudobyak",77490,55,0,0,0,8976
"Igor Kireev",104605,132,0,110,44,51106
"Igor Kogut",448868,378,28,140,126,69020
"Igor Konovalov",288240,440,0,100,140,168560
"Igor Koronov",146015,57,0,0,38,22439
"Igor Korotetskyi",49000,32,0,0,0,8640
"Igor Koshman",297008,16,0,0,0,240
"Igor Kyryukhantsev",203855,91,13,52,91,69654
"Igor Lebedenko",15102,270,0,300,150,145110
"Igor Leontjev",181203,0,0,0,19,4427
"Igor Leshchuk",168527,0,0,0,0,32655
"Igor Levchenko",113888,17,0,0,0,19890
"Igor Lewczuk",63265,260,0,26,0,110942
"Igor Lichnovsky",209513,0,0,0,0,4860
"Igor Lolo",15796,0,0,0,0,12483
"Igor Lytovka",93105,63,0,0,0,87612
"Igor Nekhaev",521843,0,0,0,0,24
"Igor Obukhov",235344,0,0,0,0,3420
"Igor Oshchypko",58425,18,0,0,0,11664
"Igor Perduta",201671,880,0,66,418,343750
"Igor Picusceac",70295,15,0,15,0,8025
"Igor Plastun",97335,480,32,224,96,351168
"Igor Portnyagin",104705,125,0,500,200,119450
"Igor Rossi",130616,273,21,84,42,98553
"Igor Semenyna",121030,30,0,60,45,17280
"Igor Shevchenko",36227,220,0,66,22,77550
"Igor Shitov",75209,550,0,0,50,89275
"Igor Shkolik",451252,0,0,0,0,2057
"Igor Silva",391720,234,0,18,36,93690
"Igor Smolnikov",46635,1665,37,407,666,661893
"Igor Snurnitsyn",419119,84,0,0,0,39864
"Igor Soldat",227199,14,0,28,14,24178
"Igor Stefanovic",46991,105,0,0,0,60480
"Igor Tyshchenko",97727,598,0,92,69,147982
"Igor Udalyi",89409,80,0,0,0,45760
"Igor Vekic",341535,11,11,0,0,2035
"Igor Vetokele",101201,75,0,175,50,59025
"Igor Yurganov",231724,48,16,16,0,42544
"Igor Zagalskyi",271665,182,0,98,56,49728
"Igor Zhurakhovskyi",325221,45,0,30,30,39210
"Igor Zubeldia",355628,720,0,54,126,234630
"Igor de Camargo",13023,340,0,1156,204,261562
"Ihlas Bebou",237164,260,0,884,598,281788
"Ihsan Sacko",412095,28,14,0,28,21714
"Ikechi Anya",107427,0,0,0,18,36810
"Ikechukwu Uche",44027,93,0,248,31,63147
"Iker Bravo",741292,0,0,0,0,96
"Iker Casillas",3979,256,0,0,32,569760
"Iker Guarrotxena",82471,100,0,60,0,17700
"Iker Hern<U+00E1>ndez",162043,0,0,0,0,208
"Iker Losada",632741,0,0,8,0,304
"Iker Muniain",54235,1332,36,1512,1440,734760
"Iker Undabarrena",181113,102,17,34,17,34306
"Ik<U+00E9> Ugbo",339943,55,0,275,11,47718
"Il-lok Yun",131480,14,0,0,0,5950
"Ilaix Moriba",617074,121,0,11,44,20592
"Ilan Kebbal",739769,7,0,7,28,12467
"Ilario Monterisi",550116,0,0,0,0,12
"Ilay Elmkies",443752,8,0,0,0,3928
"Ilhan Depe",166725,260,0,26,442,123916
"Ilhan Eker",51596,168,0,48,24,41256
"Ilhan Parlak",37091,555,0,962,370,323010
"Ilia Gruev",381753,0,0,0,0,40
"Ilias Alhaft",337669,0,0,0,0,9072
"Ilias Bronkhorst",491292,16,0,0,8,3640
"Ilias Chatzitheodoridis",340308,110,0,40,10,30820
"Ilias Evangelou",342787,14,0,0,0,3325
"Ilias Gianniotis",448917,24,0,0,0,4704
"Ilias Haddad",64490,160,20,0,0,41080
"Ilias Hassani",270410,0,0,0,0,180
"Ilias Kotsios",16417,153,0,34,0,39168
"Ilias Sebaoui",852953,4,0,6,0,1284
"Ilias Tselios",287662,22,0,11,0,10230
"Iliass Bel Hassani",160431,406,0,725,580,318159
"Ilie Cebanu",42300,18,0,0,0,15066
"Ilija Nestorovski",54581,286,0,442,156,145392
"Ilija Vukotic",344474,32,0,0,8,7264
"Ilkay Durmus",119549,69,0,138,161,96324
"Ilkay G<U+00FC>ndogan",53622,972,0,2088,1584,828936
"Ilker Karakas",352721,0,0,10,0,6720
"Ilker Sayan",137614,0,0,0,0,768
"Illan Meslier",542586,22,0,0,0,76175
"Ilmari Niskanen",268606,88,0,22,88,49918
"Ilmir Nurisov",263941,0,0,15,0,1350
"Ilnur Alshin",179973,0,0,0,0,8806
"Ilombe Mboyo",96227,264,0,1155,627,274461
"Ilsinho",52937,340,0,0,170,51136
"Ilya Abaev",15569,28,0,0,0,99344
"Ilya Aleksievich",120518,25,0,0,0,14175
"Ilya Berkovskiy",532574,0,11,33,0,13310
"Ilya Bryukhov",459758,0,0,0,0,684
"Ilya Gaponov",395654,30,0,0,15,21765
"Ilya Glushytskyi",173253,32,0,0,0,5968
"Ilya Golosov",665022,0,0,0,0,70
"Ilya Kamyshev",282364,75,15,0,15,17010
"Ilya Kornev",383623,48,0,24,0,10488
"Ilya Kovalenko",177267,65,0,26,26,14898
"Ilya Krupskyi",889438,0,0,0,0,30
"Ilya Kukharchuk",104700,280,0,280,308,98840
"Ilya Kutepov",129096,600,0,40,0,176380
"Ilya Lantratov",230946,92,0,0,0,128340
"Ilya Maksimov",24654,200,0,200,75,86725
"Ilya Markovskyi",395067,10,0,0,0,1200
"Ilya Martynov",432111,14,0,0,0,6006
"Ilya Mykhalyov",167032,16,0,0,0,4640
"Ilya Pomazun",217686,100,0,0,0,98400
"Ilya Putrya",396400,56,0,16,16,12616
"Ilya Sadygov",686530,0,0,16,0,2280
"Ilya Samoshnikov",522030,374,17,51,17,82773
"Ilya Shevtsov",383198,0,0,21,7,2772
"Ilya Shkurin",523315,0,12,36,0,7812
"Ilya Skrobotov",419665,0,0,12,0,348
"Ilya Stefanovich",398726,0,0,0,0,804
"Ilya Viznovich",395892,0,0,0,15,2025
"Ilya Zabarnyi",659089,80,8,8,16,42336
"Ilya Zhigulev",443778,160,0,16,32,66880
"Ilya Zubkov",393975,0,0,12,0,3636
"Ilyes Cha<U+00EF>bi",342230,0,0,0,0,60
"Ilyes Ziani",910864,0,0,0,0,70
"Ilzat Akhmetov",334440,432,96,168,312,176064
"Imad Faraj",371145,0,0,11,44,14883
"Imanol Agirretxe",37501,46,0,460,23,86641
"Imanol Garc<U+00ED>a",455056,34,0,0,0,11237
"Imanol Iriberri",257676,0,0,6,0,5058
"Imanol Sarriegi",289287,22,0,0,0,4345
"Imed Louati",244018,119,0,68,51,41378
"Immanuel H<U+00F6>hn",77920,93,0,31,0,58249
"Immanuel Pherai",412935,8,0,16,24,12760
"Imoh Ezekiel",216463,198,0,154,132,81092
"Imr<U+00E2>n Louza",635336,165,11,99,55,66814
"In-beom Hwang",365394,55,0,44,44,15884
"Inal Getigezhev",54287,0,0,0,0,1800
"Indy Boonen",338817,56,0,42,28,20524
"Indy Groothuizen",241389,63,0,0,0,84147
"Ingo van Weert",272957,0,0,19,0,3990
"Inih Effiong",220328,0,0,2,0,542
"Innes Cameron",450854,0,0,0,8,936
"Inters Gui",184310,36,0,18,0,14508
"In<U+00E1>cio",460125,7,0,0,0,1267
"Ioakim Zygeridis",462855,0,0,0,0,62
"Ioan Hora",54528,33,0,33,0,32538
"Ion Ansotegi",37892,168,0,0,0,62688
"Ionut Nedelcearu",274694,528,0,44,22,198550
"Ionut Radu",303657,22,0,0,22,111606
"Iordanis Papargyriou",287790,27,0,0,0,4428
"Iraklis Garoufalias",234053,360,0,45,45,86775
"Irakliy Manelov",667980,8,0,8,16,6376
"Irfan Can Egribayat",322873,132,0,0,0,132660
"Irfan Can Kahveci",216603,1275,50,750,850,422875
"Irvin Cardona",342226,153,0,408,136,102442
"Isaac Asante",719654,4,0,0,0,788
"Isaac Atanga",599686,10,0,70,40,17600
"Isaac Buckley-Ricketts",332323,0,0,0,0,675
"Isaac Christie-Davies",264660,5,0,0,0,385
"Isaac Ciss<U+00E9>",325175,0,0,0,0,25
"Isaac Cofie",99327,992,0,31,155,302994
"Isaac Cuenca",176285,105,0,147,105,100002
"Isaac Donkor",240197,42,0,0,0,4284
"Isaac Hayden",206225,580,40,100,140,200820
"Isaac Kiese Thelin",201311,416,0,936,338,223028
"Isaac Kon<U+00E9>",111018,72,0,0,18,37548
"Isaac Lihadji",557610,10,0,10,50,5360
"Isaac Mbenza",260806,114,19,247,57,95893
"Isaac Nuhu",740615,42,0,21,14,12964
"Isaac Osbourne",10029,24,0,0,0,9728
"Isaac Promise",33789,72,0,72,24,20400
"Isaac Sackey",259943,1300,26,52,78,245726
"Isaac Success",295331,483,21,336,420,158256
"Isac Lidberg",322073,39,13,78,26,29809
"Isaiah Jones",696631,0,0,0,0,20
"Isak Jensen",801886,0,0,0,6,1545
"Isak Ssewankambo",249118,51,0,0,0,18649
"Isco",85288,980,35,1470,1645,578970
"Ishak Belfodil",111039,589,31,1395,651,335668
"Ishak Dogan",83275,144,0,0,24,56376
"Isi Palaz<U+00F3>n",362086,144,0,36,72,47970
"Islam Alsultanov",623557,18,0,9,0,1944
"Islam Feruz",130427,0,0,0,0,1495
"Islam Slimani",174915,925,25,2025,700,321375
"Islam Zhilov",532792,0,0,0,0,1080
"Islambek Kuat",213846,85,0,17,0,8908
"Islamnur Abdulavov",285242,38,0,38,57,30324
"Islamzhan Nasyrov",398721,0,0,11,0,4708
"Isma L<U+00F3>pez",54231,364,0,56,84,120652
"Isma Ruiz",631221,9,0,0,0,3339
"Ismael",468332,5,0,0,0,2290
"Ismael Diomande",170495,1064,28,56,112,216384
"Ismael D<U+00ED>az",243298,0,0,0,0,99
"Ismael Silva",253734,480,0,140,320,180900
"Ismail Aissati",30710,204,0,68,442,228038
"Ismail Ayaz",348040,0,0,0,0,2673
"Ismail Azzaoui",289507,85,0,153,221,50439
"Ismail Cipe",282460,19,0,0,0,30077
"Ismail Cokcalis",330806,12,0,0,0,2376
"Ismail Ediev",51277,168,0,0,0,44232
"Ismail G<U+00FC>ven",209240,0,0,0,0,630
"Ismail Haktan Odabasi",139956,0,0,0,0,300
"Ismail Jakobs",375137,168,0,56,84,69090
"Ismail Konuk",60795,522,58,58,0,138533
"Ismail K<U+00F6>ybasi",74641,1015,35,210,280,331940
"Ismail Zehir",595201,0,0,0,0,90
"Ismaila Coulibaly",490224,56,0,40,16,21624
"Ismaila Soro",466765,104,0,13,13,26702
"Ismaily",124028,364,26,338,962,435474
"Isma<U+00EB>l Bangoura",34529,27,0,27,0,18711
"Isma<U+00EB>l Bennacer",351816,646,0,57,171,189582
"Isma<U+00EB>l Boura",770895,6,0,0,0,4908
"Isma<U+00EB>l Doukour<U+00E9>",786436,0,0,0,0,128
"Isma<U+00EB>l Gharbi",810096,0,0,0,0,50
"Isma<U+00EB>l Kandouss",575594,55,0,11,0,27511
"Isma<U+00EB>l Traor<U+00E9>",57216,544,64,480,256,624832
"Isma<U+00EF>l Aaneba",528178,48,0,0,0,3108
"Isma<U+00EF>l Sassi",175704,98,0,56,14,18466
"Isma<U+00EF>la N'Diaye",80840,36,12,0,0,8808
"Isma<U+00EF>la Sarr",410225,315,0,693,462,237825
"Israel Coll",267732,6,0,0,12,10170
"Israel Puerto",126748,23,0,0,0,4140
"Issa Cissokho",183494,204,17,0,51,107372
"Issa Diop",272622,943,23,322,138,408365
"Issa Kabor<U+00E9>",649452,165,11,0,66,44902
"Issa Kallon",212191,84,0,105,189,59745
"Issa Marega",593322,0,0,0,0,5450
"Issah Abass",482145,90,15,120,30,26130
"Issam Ben Khemis",358508,0,0,0,0,440
"Issam Chebake",332049,468,36,36,144,186876
"Issam El Adoua",64992,63,0,21,21,41370
"Issam El Maach",430475,0,0,0,0,2880
"Issam Jebali",122635,208,26,416,260,110188
"Issiaga Sylla",220878,690,23,138,253,283912
"Issiar Dia",43942,84,0,224,112,84448
"Issiar Dram<U+00E9>",461582,42,0,0,0,9990
"Issouf Sissokho",740674,25,0,5,0,2550
"Itay Shechter",44760,22,0,22,0,10538
"Iuri Gomes",353843,0,0,0,0,309
"Iuri Medeiros",193830,440,0,814,880,233618
"Iury Castilho",366450,80,0,80,10,24210
"Ivan Bobko",62515,115,0,23,46,72726
"Ivan Borna Jelic Balta",319143,18,0,0,0,3096
"Ivan Brikner",295613,98,0,42,14,31724
"Ivan Budachev",638365,9,0,0,0,2430
"Ivan Cavaleiro",149716,240,0,336,120,165720
"Ivan Cherenchikov",25889,357,0,0,0,70539
"Ivan Chudin",123485,0,0,0,0,950
"Ivan Covic",76254,96,0,0,0,47520
"Ivan Dolcek",554565,12,0,12,0,2700
"Ivan Ershov",89399,14,0,14,0,24500
"Ivan Fiolic",226070,18,0,0,0,2898
"Ivan Franjic",48424,17,0,0,0,6613
"Ivan Golovkin",581405,6,0,0,0,600
"Ivan Goranov",183538,0,0,0,0,210
"Ivan Ignatjev",318426,152,0,399,171,95969
"Ivan Ili<U+0107>",470794,88,11,55,55,49753
"Ivan Ivanchenko",457930,42,0,0,0,7588
"Ivan Ivanov",38305,120,0,20,20,36880
"Ivan Kalyuzhnyi",343151,9,0,0,0,2655
"Ivan Kelava",44227,0,0,0,0,10440
"Ivan Knyazev",190358,0,0,0,0,14
"Ivan Komarov",787305,0,0,0,0,150
"Ivan Konovalov",278190,57,0,0,0,41040
"Ivan Koshkosh",882225,0,0,0,0,360
"Ivan Kovalenko",560110,0,0,0,0,28
"Ivan Kryvosheenko",86502,0,0,0,11,2453
"Ivan Kuzmichev",686059,50,0,0,20,21690
"Ivan Lapshov",318435,0,0,0,0,78
"Ivan Lobay",203856,105,0,15,15,68490
"Ivan Lomaev",421045,51,0,0,0,42840
"Ivan Lozenkov",61389,36,0,0,0,9495
"Ivan Lucic",164145,0,0,0,0,5400
"Ivan Lytvynenko",606743,12,0,0,0,894
"Ivan Maevskiy",118044,140,0,28,56,90468
"Ivan Maklakov",288193,0,0,0,0,26
"Ivan Markelov",106569,294,0,105,147,60669
"Ivan Markovic",189765,9,0,9,0,2601
"Ivan Martic",73048,78,0,0,26,29510
"Ivan Matyazh",59249,120,0,192,48,78648
"Ivan Melnikov",395976,0,0,0,12,3816
"Ivan Mesik",482838,48,0,0,8,9880
"Ivan Miladinovic",296963,342,0,36,18,85464
"Ivan Mochevinskyi",635481,0,0,0,0,5
"Ivan Novoseltsev",231873,625,0,125,125,308400
"Ivan Oblyakov",419845,629,0,221,425,240431
"Ivan Obradovic",49802,407,0,74,407,304140
"Ivan Oleynikov",371627,0,0,0,0,2400
"Ivan Ordets",118850,759,92,207,69,312708
"Ivan Paurevic",31868,728,0,364,280,300748
"Ivan Perisic",42460,1584,44,3124,2860,1028500
"Ivan Petryak",203074,234,0,216,198,102744
"Ivan Ponomarenko",495917,0,0,0,0,1200
"Ivan Provedel",197929,81,0,0,0,186354
"Ivan Radovanovic",46105,1972,34,102,102,643076
"Ivan Rakitic",32467,2142,0,2100,2226,1158402
"Ivan Repyakh",430487,13,0,0,0,585
"Ivan Rodic",47375,14,0,28,14,8960
"Ivan Rogac",132999,0,0,0,0,21
"Ivan Runje",109012,100,0,25,0,31525
"Ivan Santini",45832,780,0,1980,180,358290
"Ivan Saponjic",274347,80,0,120,40,26740
"Ivan Semenikhin",396398,0,0,0,0,225
"Ivan Sergeev",395659,32,0,208,144,36320
"Ivan Solovjev",144702,0,0,0,0,552
"Ivan Sondey",331460,0,0,0,14,24794
"Ivan Strinic",39799,351,0,0,189,158085
"Ivan Taranov",34929,390,0,30,60,127110
"Ivan Temnikov",54787,144,0,0,24,32736
"Ivan Tomecak",49985,128,0,32,32,72032
"Ivan Toney",251664,128,0,256,96,53632
"Ivan Trubochkin",166580,45,0,0,0,26760
"Ivan Tsyupa",271228,180,0,15,0,48180
"Ivan Vargic",34553,0,0,0,0,8100
"Ivan Varone",123258,21,0,21,0,10059
"Ivan Yanakov",339845,0,0,0,0,1505
"Ivan Zlobin",282654,0,0,0,0,12960
"Ivan Zotko",305423,126,0,42,0,40502
"Ivanildo",30306,150,0,45,45,39255
"Ivanildo Fernandes",340524,234,18,36,18,86544
"Ivaylo Chochev",252767,378,0,189,135,142992
"Ivelin Popov",38340,1333,0,992,868,409510
"Iver Fossum",226450,60,0,480,260,186100
"Ivi L<U+00F3>pez",282371,85,0,85,68,38148
"Ivica Olic",7427,66,0,176,66,65208
"Ivica Zunic",139943,324,0,126,0,124722
"Ivo Gon<U+00E7>alves",45243,0,0,0,0,3060
"Ivo Grbic",226073,76,0,0,0,47880
"Ivo Ilicevic",30308,240,0,210,120,125850
"Ivo Pinto",82281,270,27,0,27,185382
"Ivo Rodrigues",215122,900,0,440,440,233380
"Ivor Pandur",371013,0,0,0,0,8946
"Iv<U+00E1>n Alejo",281755,342,18,72,144,65268
"Iv<U+00E1>n Angulo",498686,52,0,13,26,30810
"Iv<U+00E1>n Balliu",85295,750,25,25,250,273075
"Iv<U+00E1>n Barbero",514514,0,0,11,0,1881
"Iv<U+00E1>n Bulos",194841,36,0,24,12,15156
"Iv<U+00E1>n Calero",212849,0,0,38,0,15523
"Iv<U+00E1>n Cu<U+00E9>llar",27493,777,0,0,74,555962
"Iv<U+00E1>n Jaime",610335,44,0,55,55,30107
"Iv<U+00E1>n L<U+00F3>pez",203778,75,0,0,45,49680
"Iv<U+00E1>n Mal<U+00F3>n",73161,140,20,20,40,117120
"Iv<U+00E1>n Marcano",57723,1638,0,780,156,694590
"Iv<U+00E1>n Marcone",90451,420,0,0,0,101444
"Iv<U+00E1>n Mart<U+00ED>n",341278,0,0,0,0,84
"Iv<U+00E1>n M<U+00E1>rquez",296227,160,16,0,16,57072
"Iv<U+00E1>n Piris",125251,294,0,0,0,102060
"Iv<U+00E1>n P<U+00E9>rez",282637,0,0,0,0,1080
"Iv<U+00E1>n Ramis",26066,840,60,210,60,253290
"Iv<U+00E1>n Rodr<U+00ED>guez",284454,12,0,0,0,228
"Iv<U+00E1>n Romero",628886,0,0,0,0,2720
"Iv<U+00E1>n Rossi",267433,140,0,0,0,24276
"Iv<U+00E1>n S<U+00E1>nchez",221311,19,0,0,0,1653
"Iv<U+00E1>n Villar",297194,17,0,0,0,39576
"Iyayi Atiemwen",419597,16,0,16,0,4112
"Iza Carcel<U+00E9>n",254037,90,0,0,54,75258
"Izet Hajrovic",74996,132,33,132,33,68970
"Izunna Uzochukwu",102045,418,22,22,22,111584
"Izzy Brown",245805,51,0,17,17,27812
"I<U+00F1>aki Pe<U+00F1>a",283170,13,0,0,0,9360
